margin,manufacturing-cost,number-of-friendships,monthly-fee,random-join?,number-of-persons,network-profit,network-sale-revenue,network-fee-revenue,network-sponsor-cost,network-manufacturing-cost
0.04,0.4,300,100,FALSE,300,24485,42073.92,400,458.55,17530.8
0.04,0.4,300,100,FALSE,300,22832,40892.16,500,1521.42,17038.4
0.04,0.4,300,100,FALSE,300,27396,49648.32,800,2365.81,20686.8
0.04,0.4,300,100,FALSE,300,27211,50194.56,700,2769.29,20914.4
0.04,0.4,300,100,FALSE,300,31796,55824.96,500,1268.97,23260.4
0.04,0.4,300,100,FALSE,300,19054,34091.52,400,1233.18,14204.8
0.04,0.4,300,100,FALSE,300,32138,59902.08,600,3405.13,24959.2
0.04,0.4,300,100,FALSE,300,28099,52529.28,600,3143.04,21887.2
0.04,0.4,300,100,FALSE,300,34610,62469.12,900,2729.89,26028.8
0.04,0.4,300,100,FALSE,300,32206,59206.08,800,3131.25,24669.2
0.05,0.4,300,100,FALSE,300,28640,52733.55,700,2590.16,22203.6
0.05,0.4,300,100,FALSE,300,37055,66681.45,800,2349.75,28076.4
0.05,0.4,300,100,FALSE,300,40158,72899.2,1100,3147.1,30694.4
0.05,0.4,300,100,FALSE,300,37005,69654.95,1000,4321.22,29328.4
0.05,0.4,300,100,FALSE,300,46522,85493.35,1200,4174.06,35997.2
0.05,0.4,300,100,FALSE,300,37951,72537.25,1100,5144.48,30542
0.05,0.4,300,100,FALSE,300,34694,62842.5,900,2589,26460
0.05,0.4,300,100,FALSE,300,25442,48369.25,700,3261.39,20366
0.05,0.4,300,100,FALSE,300,36377,65824.55,1000,2731.98,27715.6
0.05,0.4,300,100,FALSE,300,47745,86138.4,1400,3524.61,36268.8
0.06,0.4,300,100,FALSE,300,36035,68237.42,900,4065.37,29037.2
0.06,0.4,300,100,FALSE,300,36223,67250.42,900,3310.37,28617.2
0.06,0.4,300,100,FALSE,300,31436,58089.18,800,2734.17,24718.8
0.06,0.4,300,100,FALSE,300,45961,93430.36,1200,8912.12,39757.6
0.06,0.4,300,100,FALSE,300,26138,48039.64,500,1959.4,20442.4
0.06,0.4,300,100,FALSE,300,40384,72754.12,1200,2610.71,30959.2
0.06,0.4,300,100,FALSE,300,33108,62186.64,800,3416.49,26462.4
0.06,0.4,300,100,FALSE,300,62022,118595.1,1800,7907.23,50466
0.06,0.4,300,100,FALSE,300,34500,62097.34,1000,2172.85,26424.4
0.06,0.4,300,100,FALSE,300,45919,84038.82,1200,3558.35,35761.2
0.07,0.4,300,100,FALSE,300,42969,80472.9,1300,4191.44,34612
0.07,0.4,300,100,FALSE,300,53063,102148.41,1700,6850.8,43934.8
0.07,0.4,300,100,FALSE,300,43399,83530.74,1100,5304.48,35927.2
0.07,0.4,300,100,FALSE,300,32992,63189.78,900,3919.44,27178.4
0.07,0.4,300,100,FALSE,300,40155,76379.04,1200,4572.68,32851.2
0.07,0.4,300,100,FALSE,300,54489,101232.36,1700,4902.22,43540.8
0.07,0.4,300,100,FALSE,300,45989,87406.05,1200,5022.84,37594
0.07,0.4,300,100,FALSE,300,53863,104905.86,1400,7322.25,45120.8
0.07,0.4,300,100,FALSE,300,41005,75385.8,1400,3357.29,32424
0.07,0.4,300,100,FALSE,300,37292,69592.83,900,3268.35,29932.4
0.08,0.4,300,100,FALSE,300,49769,100450.2,1500,8507.41,43674
0.08,0.4,300,100,FALSE,300,42408,80413.52,1300,4342.73,34962.4
0.08,0.4,300,100,FALSE,300,45204,90826.08,1400,7532.26,39489.6
0.08,0.4,300,100,FALSE,300,42373,85812.08,1200,7329.17,37309.6
0.08,0.4,300,100,FALSE,300,52340,98606.52,1600,4994.1,42872.4
0.08,0.4,300,100,FALSE,300,38724,77101.52,1200,6054.96,33522.4
0.08,0.4,300,100,FALSE,300,54875,103066.68,1400,4779.81,44811.6
0.08,0.4,300,100,FALSE,300,41246,78706,1200,4440.15,34220
0.08,0.4,300,100,FALSE,300,48775,94175.8,1600,6054.98,40946
0.08,0.4,300,100,FALSE,300,44746,86530.6,1400,5563.04,37622
0.09,0.4,300,100,FALSE,300,71906,134115.8,2800,6057.85,58952
0.09,0.4,300,100,FALSE,300,42554,86251.62,1300,7084.47,37912.8
0.09,0.4,300,100,FALSE,300,62909,128670.36,2300,11503.18,56558.4
0.09,0.4,300,100,FALSE,300,54871,107630.25,1600,7049.01,47310
0.09,0.4,300,100,FALSE,300,51465,98611.24,1900,5701.01,43345.6
0.09,0.4,300,100,FALSE,300,49739,94946.67,1600,5072.91,41734.8
0.09,0.4,300,100,FALSE,300,58457,111146.49,1900,5733.52,48855.6
0.09,0.4,300,100,FALSE,300,63854,123778.2,1900,7416.18,54408
0.09,0.4,300,100,FALSE,300,62231,122386.81,2300,8659.76,53796.4
0.09,0.4,300,100,FALSE,300,51868,100132.76,1700,5950.55,44014.4
0.1,0.4,300,100,FALSE,300,55586,111052.8,2100,8210.23,49356.8
0.1,0.4,300,100,FALSE,300,65578,128510.1,2100,7916.77,57115.6
0.1,0.4,300,100,FALSE,300,44093,88194.6,1500,6404.15,39197.6
0.1,0.4,300,100,FALSE,300,61283,117383.4,2200,6130.04,52170.4
0.1,0.4,300,100,FALSE,300,53109,102771,2000,5985.76,45676
0.1,0.4,300,100,FALSE,300,52335,100975.5,1600,5362.45,44878
0.1,0.4,300,100,FALSE,300,52805,103770,1600,6445.33,46120
0.1,0.4,300,100,FALSE,300,41535,83627.1,1400,6324.46,37167.6
0.1,0.4,300,100,FALSE,300,45081,89475.3,1600,6227.24,39766.8
0.1,0.4,300,100,FALSE,300,57563,114193.8,2200,8077.66,50752.8
0.11,0.4,300,100,FALSE,300,66713,136115.71,2500,10726.87,61175.6
0.11,0.4,300,100,FALSE,300,71900,149604.55,2800,13266.48,67238
0.11,0.4,300,100,FALSE,300,66869,131761.83,2400,8074.36,59218.8
0.11,0.4,300,100,FALSE,300,69863,138268.62,2700,8961.94,62143.2
0.11,0.4,300,100,FALSE,300,63248,128561.39,2200,9733.42,57780.4
0.11,0.4,300,100,FALSE,300,68923,147031.56,2600,14626.86,66081.6
0.11,0.4,300,100,FALSE,300,73986,147058.26,2700,9678.64,66093.6
0.11,0.4,300,100,FALSE,300,62997,126217.13,2400,8893.38,56726.8
0.11,0.4,300,100,FALSE,300,63132,125045,2300,8013.41,56200
0.11,0.4,300,100,FALSE,300,67307,134020.65,2600,9079.51,60234
0.12,0.4,300,100,FALSE,300,66906,132398.64,2800,8111.48,60181.2
0.12,0.4,300,100,FALSE,300,86426,175797.6,3500,12963.92,79908
0.12,0.4,300,100,FALSE,300,82811,170870.48,3200,13590.78,77668.4
0.12,0.4,300,100,FALSE,300,57697,118118,2600,9331.25,53690
0.12,0.4,300,100,FALSE,300,79644,163768,3000,12684.03,74440
0.12,0.4,300,100,FALSE,300,71641,149517.28,2900,12814.05,67962.4
0.12,0.4,300,100,FALSE,300,66059,130005.92,2500,7353.81,59093.6
0.12,0.4,300,100,FALSE,300,59851,126624.08,2100,11316.4,57556.4
0.12,0.4,300,100,FALSE,300,77810,155706.32,3000,10120.68,70775.6
0.12,0.4,300,100,FALSE,300,65097,132594.88,3000,10227.68,60270.4
0.13,0.4,300,100,FALSE,300,75238,149014.47,3300,8564.18,68512.4
0.13,0.4,300,100,FALSE,300,78885,158761.08,3200,10082.69,72993.6
0.13,0.4,300,100,FALSE,300,73879,155417.67,3200,13282.18,71456.4
0.13,0.4,300,100,FALSE,300,73576,150417.78,3200,10884.1,69157.6
0.13,0.4,300,100,FALSE,300,81002,158272.14,3800,8300.95,72768.8
0.13,0.4,300,100,FALSE,300,80525,167849.97,3700,13852.58,77172.4
0.13,0.4,300,100,FALSE,300,81997,165295.65,3300,10600.54,75998
0.13,0.4,300,100,FALSE,300,58584,116683.53,2100,6552.05,53647.6
0.13,0.4,300,100,FALSE,300,75317,159603.24,3200,14105.1,73380.8
0.13,0.4,300,100,FALSE,300,73492,152470.11,2800,11676.5,70101.2
0.14,0.4,300,100,FALSE,300,70301,148382.68,3300,12366.08,69015.2
0.14,0.4,300,100,FALSE,300,64165,136535.32,2800,11665.71,63504.8
0.14,0.4,300,100,FALSE,300,69402,149441.34,3200,13732.12,69507.6
0.14,0.4,300,100,FALSE,300,66899,137375.54,3200,9781.14,63895.6
0.14,0.4,300,100,FALSE,300,83071,170755.58,4100,12363.66,79421.2
0.14,0.4,300,100,FALSE,300,88658,187232.32,4100,15589.19,87084.8
0.14,0.4,300,100,FALSE,300,84179,175082.24,3500,12969.2,81433.6
0.14,0.4,300,100,FALSE,300,90861,190651.68,3800,14915.82,88675.2
0.14,0.4,300,100,FALSE,300,58405,121338.26,2400,8896.85,56436.4
0.14,0.4,300,100,FALSE,300,81179,166438.38,3900,11745.91,77413.2
0.15,0.4,300,100,FALSE,300,89061,188794.35,3900,14789.15,88844.4
0.15,0.4,300,100,FALSE,300,78925,170745.45,3600,15070.14,80350.8
0.15,0.4,300,100,FALSE,300,71659,152892.9,3700,12983.87,71949.6
0.15,0.4,300,100,FALSE,300,64329,139983.95,3200,12980.27,65874.8
0.15,0.4,300,100,FALSE,300,75254,169012.3,3800,18023.38,79535.2
0.15,0.4,300,100,FALSE,300,68512,151581.35,3500,15237.11,71332.4
0.15,0.4,300,100,FALSE,300,92163,187787.1,4200,11453.8,88370.4
0.15,0.4,300,100,FALSE,300,80663,169563.95,4000,13105.77,79794.8
0.15,0.4,300,100,FALSE,300,79719,164953.55,3500,11109.39,77625.2
0.15,0.4,300,100,FALSE,300,77314,167117.65,3900,15060.51,78643.6
0.16,0.4,300,100,FALSE,300,81378,170943.36,4200,12363.89,81401.6
0.16,0.4,300,100,FALSE,300,69677,147731.64,3400,11106.42,70348.4
0.16,0.4,300,100,FALSE,300,78111,170271.36,3800,14878.97,81081.6
0.16,0.4,300,100,FALSE,300,83148,181560.12,4300,16254.93,86457.2
0.16,0.4,300,100,FALSE,300,80313,165990.72,4300,10935.01,79043.2
0.16,0.4,300,100,FALSE,300,84852,179679.36,4200,13465.35,85561.6
0.16,0.4,300,100,FALSE,300,91703,187751.76,4500,11143.03,89405.6
0.16,0.4,300,100,FALSE,300,69753,147640.08,3600,11181.95,70304.8
0.16,0.4,300,100,FALSE,300,87760,192628.8,4500,17640.95,91728
0.16,0.4,300,100,FALSE,300,85618,186277.56,4100,16055.95,88703.6
0.17,0.4,300,100,FALSE,300,85945,179962.26,4800,12088.66,86728.8
0.17,0.4,300,100,FALSE,300,77516,168111.52,4000,13577.76,81017.6
0.17,0.4,300,100,FALSE,300,81408,177391.75,4500,14993.73,85490
0.17,0.4,300,100,FALSE,300,82180,175999.01,4300,13300.48,84818.8
0.17,0.4,300,100,FALSE,300,79466,174156.41,4500,15259.84,83930.8
0.17,0.4,300,100,FALSE,300,96175,199841.59,5400,12757.7,96309.2
0.17,0.4,300,100,FALSE,300,81631,177682.25,4600,15020.79,85630
0.17,0.4,300,100,FALSE,300,77703,168781.33,4200,13938.35,81340.4
0.17,0.4,300,100,FALSE,300,85248,183469.01,4600,14402.13,88418.8
0.17,0.4,300,100,FALSE,300,86255,179400.35,4700,11387.84,86458
0.18,0.4,300,100,FALSE,300,88187,195972.62,4700,16889.46,95596.4
0.18,0.4,300,100,FALSE,300,85189,191168.24,4900,17626.29,93252.8
0.18,0.4,300,100,FALSE,300,78324,175494.76,4700,16263.65,85607.2
0.18,0.4,300,100,FALSE,300,84282,184338.46,4900,15034.9,89921.2
0.18,0.4,300,100,FALSE,300,83378,176536.16,4400,11443.2,86115.2
0.18,0.4,300,100,FALSE,300,80385,172347.6,4500,12390.84,84072
0.18,0.4,300,100,FALSE,300,91167,196155.48,4800,14103.28,95685.6
0.18,0.4,300,100,FALSE,300,84749,188207.22,5000,16650.3,91808.4
0.18,0.4,300,100,FALSE,300,83203,181359.4,4500,14187.91,88468
0.18,0.4,300,100,FALSE,300,86495,176354.94,4500,8333.17,86026.8
0.19,0.4,300,100,FALSE,300,88003,195791.58,5000,16101.87,96687.2
0.19,0.4,300,100,FALSE,300,81702,180663.21,5500,15244.98,89216.4
0.19,0.4,300,100,FALSE,300,73181,171163.53,4200,17656.9,84525.2
0.19,0.4,300,100,FALSE,300,92726,200176.11,6000,14597.98,98852.4
0.19,0.4,300,100,FALSE,300,83057,181081.17,4700,13301.82,89422.8
0.19,0.4,300,100,FALSE,300,75477,173112.39,4300,16447.6,85487.6
0.19,0.4,300,100,FALSE,300,90759,203219.28,5500,17604.61,100355.2
0.19,0.4,300,100,FALSE,300,82906,181734.03,5100,14182.43,89745.2
0.19,0.4,300,100,FALSE,300,82878,186253.02,4900,16298.36,91976.8
0.19,0.4,300,100,FALSE,300,77267,172815.12,4200,14407.45,85340.8
0.2,0.4,300,100,FALSE,300,84325,190643.2,5000,15996.13,95321.6
0.2,0.4,300,100,FALSE,300,74657,173579.2,5000,17132.38,86789.6
0.2,0.4,300,100,FALSE,300,74403,166615.2,4600,13504.69,83307.6
0.2,0.4,300,100,FALSE,300,86847,192116.8,5700,14911.78,96058.4
0.2,0.4,300,100,FALSE,300,80617,189665.6,5600,19815.62,94832.8
0.2,0.4,300,100,FALSE,300,84208,190744,5400,16564.06,95372
0.2,0.4,300,100,FALSE,300,86102,188750.4,5300,13572.71,94375.2
0.2,0.4,300,100,FALSE,300,81345,185888,5100,16698.91,92944
0.2,0.4,300,100,FALSE,300,82043,187585.6,5200,16949.91,93792.8
0.2,0.4,300,100,FALSE,300,91687,201014.4,5700,14520.68,100507.2
0.21,0.4,300,100,FALSE,300,82330,188055.55,5200,15707.27,95218
0.21,0.4,300,100,FALSE,300,87515,203490.57,5600,18542.15,103033.2
0.21,0.4,300,100,FALSE,300,83668,196577.28,5500,18876.89,99532.8
0.21,0.4,300,100,FALSE,300,90047,210793.33,5400,19415.6,106730.8
0.21,0.4,300,100,FALSE,300,85299,193328.8,5600,15742.14,97888
0.21,0.4,300,100,FALSE,300,95304,203605.12,5800,11009.82,103091.2
0.21,0.4,300,100,FALSE,300,85856,192504.04,5400,14577.69,97470.4
0.21,0.4,300,100,FALSE,300,80979,189029.62,5400,17739.77,95711.2
0.21,0.4,300,100,FALSE,300,90359,208773.3,5300,18006,105708
0.21,0.4,300,100,FALSE,300,86971,192838.21,5500,13727.81,97639.6
0.22,0.4,300,100,FALSE,300,84552,190090.68,5700,13756.55,97482.4
0.22,0.4,300,100,FALSE,300,80130,187741.32,5300,16633.49,96277.6
0.22,0.4,300,100,FALSE,300,82921,191459.58,6000,16353.77,98184.4
0.22,0.4,300,100,FALSE,300,73372,176391.54,5400,17962.42,90457.2
0.22,0.4,300,100,FALSE,300,86198,198058.38,6000,16292.16,101568.4
0.22,0.4,300,100,FALSE,300,89579,210088.32,6100,18871.6,107737.6
0.22,0.4,300,100,FALSE,300,79285,188902.74,5700,18444.99,96873.2
0.22,0.4,300,100,FALSE,300,93200,205799.88,6500,13561.39,105538.4
0.22,0.4,300,100,FALSE,300,89874,206898.9,6000,16922.67,106102
0.22,0.4,300,100,FALSE,300,81650,186231.24,5500,14577.86,95503.2
0.23,0.4,300,100,FALSE,300,79904,192396.05,6300,18845.91,99946
0.23,0.4,300,100,FALSE,300,84757,199865.82,6300,17582.04,103826.4
0.23,0.4,300,100,FALSE,300,85864,200008.27,5600,15843.51,103900.4
0.23,0.4,300,100,FALSE,300,83172,189305.27,6400,14192.66,98340.4
0.23,0.4,300,100,FALSE,300,82739,195880.3,6100,17485.52,101756
0.23,0.4,300,100,FALSE,300,83459,191855.51,5900,14631.37,99665.2
0.23,0.4,300,100,FALSE,300,90511,214280.22,6500,18954.45,111314.4
0.23,0.4,300,100,FALSE,300,89705,202513.08,6300,13906.03,105201.6
0.23,0.4,300,100,FALSE,300,82915,190825.25,6000,14780.24,99130
0.23,0.4,300,100,FALSE,300,84316,197473.43,6500,17073.34,102583.6
0.24,0.4,300,100,FALSE,300,88963,212192,7000,18549.5,111680
0.24,0.4,300,100,FALSE,300,77910,190794.2,6700,19166.58,100418
0.24,0.4,300,100,FALSE,300,81081,193679.16,7100,17761.44,101936.4
0.24,0.4,300,100,FALSE,300,90233,208514.36,7000,15537.38,109744.4
0.24,0.4,300,100,FALSE,300,82758,193912.48,6300,15395.76,102059.2
0.24,0.4,300,100,FALSE,300,82880,197252.68,6700,17255.91,103817.2
0.24,0.4,300,100,FALSE,300,82850,193066.6,6100,14702.53,101614
0.24,0.4,300,100,FALSE,300,86229,197684.36,6300,13711.06,104044.4
0.24,0.4,300,100,FALSE,300,86202,202116.68,6600,16137.94,106377.2
0.24,0.4,300,100,FALSE,300,81558,193726.28,6600,16807.54,101961.2
0.25,0.4,300,100,FALSE,300,75174,188386.5,6600,19340.14,100472.8
0.25,0.4,300,100,FALSE,300,82008,199998,6800,18124.72,106665.6
0.25,0.4,300,100,FALSE,300,83596,199580.25,6700,16241.42,106442.8
0.25,0.4,300,100,FALSE,300,79356,190596.75,6900,16489.61,101651.6
0.25,0.4,300,100,FALSE,300,87895,203927.25,7600,14871.22,108761.2
0.25,0.4,300,100,FALSE,300,76552,185816.25,6600,16762.31,99102
0.25,0.4,300,100,FALSE,300,84045,201767.25,6900,17012.87,107609.2
0.25,0.4,300,100,FALSE,300,85345,210567,7500,20419.86,112302.4
0.25,0.4,300,100,FALSE,300,83608,203853.75,7000,18523.58,108722
0.25,0.4,300,100,FALSE,300,77852,187767,6700,16472.69,100142.4
0.26,0.4,300,100,FALSE,300,82966,200051.6,7100,16049.49,108136
0.26,0.4,300,100,FALSE,300,83768,202999.02,7800,17302.3,109729.2
0.26,0.4,300,100,FALSE,300,87607,214397.24,7500,18400.26,115890.4
0.26,0.4,300,100,FALSE,300,83437,202654.18,8000,17674.09,109542.8
0.26,0.4,300,100,FALSE,300,86878,210478.2,7200,17028.52,113772
0.26,0.4,300,100,FALSE,300,78246,199310.86,7000,20329.3,107735.6
0.26,0.4,300,100,FALSE,300,84355,201567.86,7300,15556.99,108955.6
0.26,0.4,300,100,FALSE,300,80216,192494.72,7100,15327.35,104051.2
0.26,0.4,300,100,FALSE,300,79734,198781.76,6700,18298.29,107449.6
0.26,0.4,300,100,FALSE,300,75360,187132.68,6400,17019.52,101152.8
0.27,0.4,300,100,FALSE,300,80748,203900.68,7800,19225.94,111726.4
0.27,0.4,300,100,FALSE,300,81462,208337.62,7800,20518.03,114157.6
0.27,0.4,300,100,FALSE,300,71616,182068.57,6600,17288.54,99763.6
0.27,0.4,300,100,FALSE,300,67968,180656.75,6600,20298.39,98990
0.27,0.4,300,100,FALSE,300,82734,198498.68,7500,14498.2,108766.4
0.27,0.4,300,100,FALSE,300,78503,199142.54,7600,19120.84,109119.2
0.27,0.4,300,100,FALSE,300,76078,191084.07,7100,17402.84,104703.6
0.27,0.4,300,100,FALSE,300,79950,204072.96,7300,19601.74,111820.8
0.27,0.4,300,100,FALSE,300,81919,205763.64,7400,18497.46,112747.2
0.27,0.4,300,100,FALSE,300,79049,195996.97,7200,16752.79,107395.6
0.28,0.4,300,100,FALSE,300,80358,203294.88,7700,17694.89,112941.6
0.28,0.4,300,100,FALSE,300,74586,202582.08,7600,23050.38,112545.6
0.28,0.4,300,100,FALSE,300,72863,192090.24,7400,19910.53,106716.8
0.28,0.4,300,100,FALSE,300,75718,190878.48,7300,16416.54,106043.6
0.28,0.4,300,100,FALSE,300,83418,208266.48,7900,17044.79,115703.6
0.28,0.4,300,100,FALSE,300,85322,209191.68,7400,15052.2,116217.6
0.28,0.4,300,100,FALSE,300,79291,202107.6,7500,18034.99,112282
0.28,0.4,300,100,FALSE,300,77605,205108.56,7500,21054.3,113949.2
0.28,0.4,300,100,FALSE,300,77582,195387.12,7500,16756.81,108548.4
0.28,0.4,300,100,FALSE,300,83122,200076.48,7500,13301.04,111153.6
0.29,0.4,300,100,FALSE,300,70271,185434.25,6900,17593.26,104470
0.29,0.4,300,100,FALSE,300,75324,191833.48,8000,16433.96,108075.2
0.29,0.4,300,100,FALSE,300,77735,200499.74,7800,17606.81,112957.6
0.29,0.4,300,100,FALSE,300,73851,197259.3,7400,19676.39,111132
0.29,0.4,300,100,FALSE,300,77673,209276.05,8000,21701.05,117902
0.29,0.4,300,100,FALSE,300,72934,180966.93,8300,14379.25,101953.2
0.29,0.4,300,100,FALSE,300,77184,205561.33,7500,20068.35,115809.2
0.29,0.4,300,100,FALSE,300,80918,203180.7,8600,16394.49,114468
0.29,0.4,300,100,FALSE,300,78288,199098.91,7800,16442.5,112168.4
0.29,0.4,300,100,FALSE,300,73779,197152.09,7800,20101,111071.6
0.3,0.4,300,100,FALSE,300,79526,204222.9,8700,16698.45,116698.8
0.3,0.4,300,100,FALSE,300,72160,192749.2,7200,17646.96,110142.4
0.3,0.4,300,100,FALSE,300,71566,190977.5,8100,18381.24,109130
0.3,0.4,300,100,FALSE,300,81869,214261.6,8600,18557.52,122435.2
0.3,0.4,300,100,FALSE,300,76747,205674,7500,18898.54,117528
0.3,0.4,300,100,FALSE,300,71155,189046.9,7700,17565.57,108026.8
0.3,0.4,300,100,FALSE,300,74913,202555.5,7700,19596.37,115746
0.3,0.4,300,100,FALSE,300,74402,195434.4,8200,17555.93,111676.8
0.3,0.4,300,100,FALSE,300,76734,202914.6,8100,18329.76,115951.2
0.31,0.4,300,100,FALSE,300,69202,188445.21,8400,18400,109243.6
0.3,0.4,300,100,FALSE,300,76012,196799.4,8600,16930.47,112456.8
0.31,0.4,300,100,FALSE,300,75386,197727.78,8800,16516.63,114624.8
0.31,0.4,300,100,FALSE,300,72073,199120.2,8600,20214.78,115432
0.31,0.4,300,100,FALSE,300,74794,202877.94,8100,18573.51,117610.4
0.31,0.4,300,100,FALSE,300,74696,199062.93,9000,17967.76,115398.8
0.31,0.4,300,100,FALSE,300,70129,197447.64,8100,20956.32,114462.4
0.31,0.4,300,100,FALSE,300,72917,197254.44,8900,18886.61,114350.4
0.31,0.4,300,100,FALSE,300,78941,203792.88,9200,15911.23,118140.8
0.31,0.4,300,100,FALSE,300,75014,210013.23,8100,21352.31,121746.8
0.31,0.4,300,100,FALSE,300,65788,185875.65,8200,20533.78,107754
0.32,0.4,300,100,FALSE,300,72961,203417.24,8200,18998.73,119657.2
0.32,0.4,300,100,FALSE,300,67241,183083.88,7800,15946.89,107696.4
0.32,0.4,300,100,FALSE,300,74134,195485.72,9000,15359.89,114991.6
0.32,0.4,300,100,FALSE,300,65193,185753.56,8000,19293.65,109266.8
0.32,0.4,300,100,FALSE,300,73859,206157.64,8500,19529.92,121269.2
0.32,0.4,300,100,FALSE,300,71238,191463.52,9000,16599.9,112625.6
0.32,0.4,300,100,FALSE,300,69434,191691.32,9200,18697.27,112759.6
0.32,0.4,300,100,FALSE,300,68669,197851.44,8900,21699.12,116383.2
0.32,0.4,300,100,FALSE,300,70271,196348.64,8500,19077.99,115499.2
0.32,0.4,300,100,FALSE,300,70229,194745.88,8700,18660.63,114556.4
0.33,0.4,300,100,FALSE,300,66663,190451.52,8600,18686.31,113702.4
0.33,0.4,300,100,FALSE,300,68581,191614.64,8800,17437.31,114396.8
0.33,0.4,300,100,FALSE,300,65338,191914.13,8700,20700.58,114575.6
0.33,0.4,300,100,FALSE,300,70911,202246.2,8700,19290.89,120744
0.33,0.4,300,100,FALSE,300,64644,180306.38,8400,16416.58,107645.6
0.33,0.4,300,100,FALSE,300,66238,198030.56,9000,22565.45,118227.2
0.33,0.4,300,100,FALSE,300,68600,186061.01,8600,14979.81,111081.2
0.33,0.4,300,100,FALSE,300,70263,200189.3,8700,19110.07,119516
0.33,0.4,300,100,FALSE,300,70236,195186.41,8800,17221.22,116529.2
0.33,0.4,300,100,FALSE,300,66593,193040.4,8600,19798.98,115248
0.34,0.4,300,100,FALSE,300,58240,174003.06,8800,19106.88,105456.4
0.34,0.4,300,100,FALSE,300,65618,194417.52,9900,20870.67,117828.8
0.34,0.4,300,100,FALSE,300,65656,197433.06,8700,20820.66,119656.4
0.34,0.4,300,100,FALSE,300,65199,197027.82,9200,21617.63,119410.8
0.34,0.4,300,100,FALSE,300,65503,194464.38,9100,20204.02,117857.2
0.34,0.4,300,100,FALSE,300,63965,183882.6,9100,17574.09,111444
0.34,0.4,300,100,FALSE,300,64425,191729.34,8700,19804.93,116199.6
0.34,0.4,300,100,FALSE,300,66822,196192.92,9000,19466.38,118904.8
0.34,0.4,300,100,FALSE,300,63860,191245.56,8600,20079.42,115906.4
0.35,0.4,300,100,FALSE,300,65629,189317.05,9200,16385.31,116502.8
0.34,0.4,300,100,FALSE,300,61844,189139.5,8500,21165.41,114630
0.35,0.4,300,100,FALSE,300,58515,183063.4,8700,20594.4,112654.4
0.35,0.4,300,100,FALSE,300,66793,192359.7,10100,17291.43,118375.2
0.35,0.4,300,100,FALSE,300,59118,181966.2,8900,19769.3,111979.2
0.35,0.4,300,100,FALSE,300,62564,188594.25,9600,19572.65,116058
0.35,0.4,300,100,FALSE,300,63477,191497.8,9300,19475.54,117844.8
0.35,0.4,300,100,FALSE,300,58846,189844.2,9400,23570.99,116827.2
0.35,0.4,300,100,FALSE,300,65207,197380.95,8800,19509.08,121465.2
0.35,0.4,300,100,FALSE,300,63153,192851.1,9400,20420.44,118677.6
0.36,0.4,300,100,FALSE,300,62979,189578.88,9300,17412.67,118486.8
0.35,0.4,300,100,FALSE,300,64432,189300.8,9200,17576.28,116492.8
0.36,0.4,300,100,FALSE,300,58817,181180.8,9800,18925.82,113238
