fee 	 margin 	 profit05 	 sale-rev 	 fee-rev 	 spons-cost 	 members
400	0.44	35898.64	161104.0	33948.0	15310.49	84.87
400	0.45	33257.72	157493.35	34448.0	15507.9	86.12
400	0.46	31868.55	155369.53	35172.0	14812.3	87.93
400	0.47	29072.64	152043.05	35780.0	15313.58	89.45
400	0.48	27177.23	151476.65	36408.0	15056.76	91.02
400	0.49	24234.33	148574.37	37208.0	15886.96	93.02
400	0.5	22596.0	145814.29	37904.0	15308.01	94.76
400	0.51	19712.73	142311.47	38244.0	15626.96	95.61
400	0.52	17074.82	140396.26	38700.0	15775.34	96.75
400	0.53	14507.11	137934.28	39288.0	15976.55	98.22
400	0.54	12465.03	135429.35	40056.0	15814.52	100.14
400	0.55	10354.96	132332.27	40812.0	15753.43	102.03
400	0.56	8110.38	130283.89	41292.0	15415.59	103.23
400	0.57	5471.62	126794.35	41712.0	15599.46	104.28
400	0.58	2684.84	124111.77	42468.0	16142.81	106.17
400	0.59	640.79	121273.38	43256.0	15994.18	108.14
400	0.6	-2302.48	118334.96	43812.0	16530.69	109.53
400	0.61	-3939.98	116198.45	44280.0	15446.05	110.7
400	0.62	-7395.58	113228.82	44900.0	16539.13	112.25
400	0.63	-9293.57	110635.95	45728.0	16149.54	114.32
400	0.64	-11501.08	107166.07	45788.0	15613.37	114.47
400	0.65	-14034.12	103929.66	46456.0	15948.87	116.14
400	0.66	-17263.59	102136.27	47132.0	16331.47	117.83
400	0.67	-19488.52	98531.97	47424.0	16153.66	118.56
400	0.68	-22146.37	95756.6	48168.0	16451.25	120.42
400	0.69	-25059.01	92586.85	48288.0	16600.21	120.72
400	0.7	-27239.68	89990.79	49264.0	16509.81	123.16
400	0.71	-29542.04	87027.0	49848.0	16370.48	124.62
400	0.72	-32359.84	84210.25	50592.0	16786.62	126.48
400	0.73	-34382.86	80823.65	50612.0	16145.07	126.53
400	0.74	-36813.79	77997.99	51188.0	16003.64	127.97
400	0.75	-39537.66	74975.88	51928.0	16489.76	129.82
400	0.76	-42049.88	72148.45	52544.0	16432.99	131.36
400	0.77	-44601.92	69117.04	53068.0	16532.53	132.67
400	0.78	-47373.72	66534.88	53704.0	16396.96	134.26
400	0.79	-50039.65	63243.2	54040.0	16743.81	135.1
400	0.8	-52222.33	60323.39	54464.0	16201.32	136.16
400	0.81	-54252.84	57313.9	55312.0	16052.62	138.28
400	0.82	-58052.84	54361.05	55740.0	17150.95	139.35
400	0.83	-58626.52	51101.48	56300.0	15729.53	140.75
400	0.84	-62230.43	48116.81	56540.0	16522.2	141.35
400	0.85	-64184.26	45154.31	57404.0	16228.22	143.51
400	0.86	-67220.27	42202.38	57520.0	16219.9	143.8
400	0.87	-68853.82	39106.55	58308.0	15858.51	145.77
400	0.88	-72553.78	36249.22	58704.0	16468.6	146.76
400	0.89	-75433.65	33357.37	59180.0	16346.62	147.95
400	0.9	-77147.11	30202.97	59864.0	16199.25	149.66
