margin,manufacturing-cost,number-of-friendships,monthly-fee,random-join?,number-of-persons,network-profit,network-sale-revenue,network-fee-revenue,network-sponsor-cost,network-manufacturing-cost
0.07,0.2,300,100,FALSE,300,59586,80877.45,1100,4998.36,17393
0.07,0.2,300,100,FALSE,300,60276,79981.86,1100,3605.82,17200.4
0.07,0.2,300,100,FALSE,300,69871,94876.74,1300,5902.62,20403.6
0.07,0.2,300,100,FALSE,300,54963,73135.2,1000,3443.9,15728
0.07,0.2,300,100,FALSE,300,64689,87875.7,1100,5388.4,18898
0.08,0.2,300,100,FALSE,300,65735,89428.6,1600,5852.42,19441
0.07,0.2,300,100,FALSE,300,54331,74228.88,1000,4935.18,15963.2
0.08,0.2,300,100,FALSE,300,86630,116285.24,1700,6075.39,25279.4
0.08,0.2,300,100,FALSE,300,69466,95078.32,1600,6543.49,20669.2
0.08,0.2,300,100,FALSE,300,78054,103732.76,1900,5028.08,22550.6
0.08,0.2,300,100,FALSE,300,60428,84100.88,1300,6690.42,18282.8
0.08,0.2,300,100,FALSE,300,58275,80523,1100,5843.48,17505
0.08,0.2,300,100,FALSE,300,70787,96960.64,1400,6495.31,21078.4
0.08,0.2,300,100,FALSE,300,79518,108166.24,1500,6634.04,23514.4
0.08,0.2,300,100,FALSE,300,94750,129317.04,2200,8654.34,28112.4
0.08,0.2,300,100,FALSE,300,56344,74999.32,1100,3451.62,16304.2
0.09,0.2,300,100,FALSE,300,77034,104551.72,1900,6438.83,22978.4
0.09,0.2,300,100,FALSE,300,84771,116265.24,1800,7741.24,25552.8
0.09,0.2,300,100,FALSE,300,82029,111631.52,2000,7068.03,24534.4
0.09,0.2,300,100,FALSE,300,90547,125979.49,2300,10045.06,27687.8
0.09,0.2,300,100,FALSE,300,60635,82047.42,1200,4580.01,18032.4
0.09,0.2,300,100,FALSE,300,71744,100574.11,1500,8225.97,22104.2
0.09,0.2,300,100,FALSE,300,88636,119193.62,2100,6460.78,26196.4
0.09,0.2,300,100,FALSE,300,71434,96219.76,1600,5238.34,21147.2
0.09,0.2,300,100,FALSE,300,70556,95087.72,1700,5332.88,20898.4
0.09,0.2,300,100,FALSE,300,51396,70770.7,1000,4820.25,15554
0.1,0.2,300,100,FALSE,300,85707,117688.5,2000,7828.86,26153
0.1,0.2,300,100,FALSE,300,100266,141700.5,2600,12545.01,31489
0.1,0.2,300,100,FALSE,300,92112,127638,2100,9262.02,28364
0.1,0.2,300,100,FALSE,300,84771,115457.4,2200,7229.58,25657.2
0.1,0.2,300,100,FALSE,300,93006,125247.6,2400,6808.63,27832.8
0.1,0.2,300,100,FALSE,300,83376,111528,1900,5267.51,24784
0.1,0.2,300,100,FALSE,300,81849,109575,1600,4976.34,24350
0.1,0.2,300,100,FALSE,300,79609,107675.1,1800,5938.36,23927.8
0.1,0.2,300,100,FALSE,300,68604,93703.5,1500,5776.7,20823
0.1,0.2,300,100,FALSE,300,93857,130390.2,2300,9857.44,28975.6
0.11,0.2,300,100,FALSE,300,105293,140950.19,2500,6483.3,31674.2
0.11,0.2,300,100,FALSE,300,105967,145293.39,3000,9676.05,32650.2
0.11,0.2,300,100,FALSE,300,96926,131694.19,2200,7373.75,29594.2
0.11,0.2,300,100,FALSE,300,95228,132119.61,2500,9701.75,29689.8
0.11,0.2,300,100,FALSE,300,101944,142146.35,2500,10759.26,31943
0.11,0.2,300,100,FALSE,300,79214,106947.74,1900,5600.46,24033.2
0.11,0.2,300,100,FALSE,300,100313,144324.18,2500,14079,32432.4
0.11,0.2,300,100,FALSE,300,106538,150578.21,2700,12902.46,33837.8
0.11,0.2,300,100,FALSE,300,101796,141229.65,2800,10497.08,31737
0.11,0.2,300,100,FALSE,300,89985,126663.02,2200,10414.26,28463.6
0.12,0.2,300,100,FALSE,300,113758,156147.2,3000,9901.62,35488
0.12,0.2,300,100,FALSE,300,101682,146385.36,2800,14233.71,33269.4
0.12,0.2,300,100,FALSE,300,99067,140394.32,2800,12219.93,31907.8
0.12,0.2,300,100,FALSE,300,104588,145200.88,3000,10612.74,33000.2
0.12,0.2,300,100,FALSE,300,95716,135716.24,2300,11455.99,30844.6
0.12,0.2,300,100,FALSE,300,102362,142394.56,3000,10669.71,32362.4
0.12,0.2,300,100,FALSE,300,101221,142691.12,2600,11639.93,32429.8
0.12,0.2,300,100,FALSE,300,86869,122683.44,2000,9931.77,27882.6
0.12,0.2,300,100,FALSE,300,88812,128705.28,2400,13042.15,29251.2
0.12,0.2,300,100,FALSE,300,96455,143804.32,2400,17066.25,32682.8
0.13,0.2,300,100,FALSE,300,111954,152859,3300,9064.92,35140
0.13,0.2,300,100,FALSE,300,123692,172290.45,3600,12591.06,39607
0.13,0.2,300,100,FALSE,300,113495,154871.31,3600,9373.48,35602.6
0.13,0.2,300,100,FALSE,300,127608,178649.28,3800,13772.75,41068.8
0.13,0.2,300,100,FALSE,300,114253,164051.55,3200,15285.87,37713
0.13,0.2,300,100,FALSE,300,98019,136959.75,2700,10155.45,31485
0.13,0.2,300,100,FALSE,300,119398,168639.06,3200,13673.46,38767.6
0.13,0.2,300,100,FALSE,300,111240,158645.37,3100,14035.22,36470.2
0.13,0.2,300,100,FALSE,300,112619,154277.97,3600,9792.61,35466.2
0.13,0.2,300,100,FALSE,300,100820,139253.07,3000,9420.59,32012.2
0.14,0.2,300,100,FALSE,300,113216,157760.12,3500,11355.46,36688.4
0.14,0.2,300,100,FALSE,300,122997,170184.54,3500,11109.71,39577.8
0.14,0.2,300,100,FALSE,300,114648,162372.3,3600,13563.39,37761
0.14,0.2,300,100,FALSE,300,101808,146301.48,2900,13369.9,34023.6
0.14,0.2,300,100,FALSE,300,116339,165044.32,3500,13823.34,38382.4
0.14,0.2,300,100,FALSE,300,89772,133737.74,2400,15264.26,31101.8
0.14,0.2,300,100,FALSE,300,129219,184654.04,3900,16392.02,42942.8
0.14,0.2,300,100,FALSE,300,102610,143593.34,2900,10489.32,33393.8
0.14,0.2,300,100,FALSE,300,112316,161409.1,3100,14655.67,37537
0.14,0.2,300,100,FALSE,300,99202,139395.68,3200,10975.66,32417.6
0.15,0.2,300,100,FALSE,300,113403,159346.1,3300,11749.49,37493.2
0.15,0.2,300,100,FALSE,300,103803,148755.95,3500,13451.69,35001.4
0.15,0.2,300,100,FALSE,300,110525,156911.7,2900,12366.26,36920.4
0.15,0.2,300,100,FALSE,300,127596,176789.8,3900,11496.4,41597.6
0.15,0.2,300,100,FALSE,300,120733,165867.3,3700,9806.53,39027.6
0.15,0.2,300,100,FALSE,300,119495,164083.15,3900,9880.63,38607.8
0.15,0.2,300,100,FALSE,300,136267,187028.05,4100,10854.2,44006.6
0.15,0.2,300,100,FALSE,300,115220,161525.5,3400,11699.36,38006
0.15,0.2,300,100,FALSE,300,126569,174240.65,4200,10874.12,40997.8
0.15,0.2,300,100,FALSE,300,114447,161779.65,3600,12866.52,38065.8
0.16,0.2,300,100,FALSE,300,134580,187325.88,4500,12644.6,44601.4
0.16,0.2,300,100,FALSE,300,121680,171500.28,4000,12987.09,40833.4
0.16,0.2,300,100,FALSE,300,127052,180717.6,4500,15138.1,43028
0.16,0.2,300,100,FALSE,300,117943,163731.12,4000,10804.27,38983.6
0.16,0.2,300,100,FALSE,300,124068,169979.04,4200,9639.76,40471.2
0.16,0.2,300,100,FALSE,300,130623,184673.16,4400,14480.06,43969.8
0.16,0.2,300,100,FALSE,300,122576,175038.36,4100,14886.06,41675.8
0.16,0.2,300,100,FALSE,300,107188,153981.24,4100,14231.21,36662.2
0.16,0.2,300,100,FALSE,300,130912,183733.2,4100,13175.47,43746
0.16,0.2,300,100,FALSE,300,107142,154179.48,3600,13928.42,36709.4
0.17,0.2,300,100,FALSE,300,115802,160536.94,4200,10250.99,38683.6
0.17,0.2,300,100,FALSE,300,125845,176529.38,4200,12347.47,42537.2
0.17,0.2,300,100,FALSE,300,122420,176884.62,4200,16042.07,42622.8
0.17,0.2,300,100,FALSE,300,120311,175390.62,4000,16817.21,42262.8
0.17,0.2,300,100,FALSE,300,113355,161204.26,3700,12705,38844.4
0.17,0.2,300,100,FALSE,300,114107,168669.28,4000,17919.36,40643.2
0.17,0.2,300,100,FALSE,300,134085,191213.74,4800,15853.37,46075.6
0.17,0.2,300,100,FALSE,300,116330,163640.31,4100,11979.14,39431.4
0.17,0.2,300,100,FALSE,300,131289,185514.13,4400,13922.53,44702.2
0.17,0.2,300,100,FALSE,300,132259,188580.98,4800,15680.86,45441.2
0.18,0.2,300,100,FALSE,300,124355,175725.18,4600,13110.14,42859.8
0.18,0.2,300,100,FALSE,300,128021,185128.12,5100,17053.91,45153.2
0.18,0.2,300,100,FALSE,300,117566,172687.08,3900,16902.57,42118.8
0.18,0.2,300,100,FALSE,300,134838,185907.94,5800,11526.78,45343.4
0.18,0.2,300,100,FALSE,300,119069,172849.44,4600,16221.55,42158.4
0.18,0.2,300,100,FALSE,300,139507,196635.18,5100,14268.88,47959.8
0.18,0.2,300,100,FALSE,300,122612,174559.14,4300,13671.68,42575.4
0.18,0.2,300,100,FALSE,300,113810,163185.74,4000,13574.31,39801.4
0.18,0.2,300,100,FALSE,300,113678,162059.06,4500,13354.1,39526.6
0.18,0.2,300,100,FALSE,300,129970,181383.18,4600,11773.15,44239.8
0.19,0.2,300,100,FALSE,300,122718,175418.46,4400,13787.72,43313.2
0.19,0.2,300,100,FALSE,300,137538,195860.43,5200,15161.41,48360.6
0.19,0.2,300,100,FALSE,300,152176,212787,5300,13371.3,52540
0.19,0.2,300,100,FALSE,300,128715,184893.03,5100,15625.73,45652.6
0.19,0.2,300,100,FALSE,300,119847,170505.81,4800,13358.3,42100.2
0.19,0.2,300,100,FALSE,300,143222,204550.11,5500,16321.58,50506.2
0.19,0.2,300,100,FALSE,300,140704,202316.13,5100,16757.56,49954.6
0.19,0.2,300,100,FALSE,300,141391,200232.81,5700,15101.4,49440.2
0.19,0.2,300,100,FALSE,300,122939,181090.89,5000,18437.83,44713.8
0.19,0.2,300,100,FALSE,300,122369,178414.65,5200,17192.37,44053
0.2,0.2,300,100,FALSE,300,137160,197626.4,4900,15959.75,49406.6
0.2,0.2,300,100,FALSE,300,141685,202412,5700,15823.74,50603
0.2,0.2,300,100,FALSE,300,141968,204761.6,5100,16702.77,51190.4
0.2,0.2,300,100,FALSE,300,118684,174681.6,5000,17326.75,43670.4
0.2,0.2,300,100,FALSE,300,117460,176391.2,4400,19233.31,44097.8
0.2,0.2,300,100,FALSE,300,135338,196153.6,5400,17176.82,49038.4
0.2,0.2,300,100,FALSE,300,124473,179004.8,4800,14580.26,44751.2
0.2,0.2,300,100,FALSE,300,135137,191273.6,5300,13618.24,47818.4
0.2,0.2,300,100,FALSE,300,138837,194188,5500,12303.89,48547
0.2,0.2,300,100,FALSE,300,138864,202720.8,5500,18676.18,50680.2
0.21,0.2,300,100,FALSE,300,137945,196542.52,5600,14439.67,49757.6
0.21,0.2,300,100,FALSE,300,136475,199763.35,5500,18215.6,50573
0.21,0.2,300,100,FALSE,300,136989,191533.13,6600,12654.38,48489.4
0.21,0.2,300,100,FALSE,300,123568,176929.19,5300,13869.44,44792.2
0.21,0.2,300,100,FALSE,300,141304,202679.24,5800,15863.96,51311.2
0.21,0.2,300,100,FALSE,300,142271,207491.92,6200,18891.66,52529.6
0.21,0.2,300,100,FALSE,300,135413,192207,6300,14434.4,48660
0.21,0.2,300,100,FALSE,300,128153,188232.51,5400,17825.46,47653.8
0.21,0.2,300,100,FALSE,300,140094,200872.51,6500,16424.23,50853.8
0.21,0.2,300,100,FALSE,300,137880,195941.33,5400,13855.73,49605.4
0.22,0.2,300,100,FALSE,300,143058,206682.84,6500,17129.39,52995.6
0.22,0.2,300,100,FALSE,300,140738,202464.6,6300,16112.74,51914
0.22,0.2,300,100,FALSE,300,136417,199123.08,5900,17549.37,51057.2
0.22,0.2,300,100,FALSE,300,149713,212834.7,6600,15149.08,54573
0.22,0.2,300,100,FALSE,300,129743,190234.98,5900,17613.37,48778.2
0.22,0.2,300,100,FALSE,300,136243,195072.54,6400,15211.34,50018.6
0.22,0.2,300,100,FALSE,300,134166,194291.76,6200,16507.56,49818.4
0.22,0.2,300,100,FALSE,300,136211,197231.58,6300,16748.86,50572.2
0.22,0.2,300,100,FALSE,300,133704,190518.9,5600,13563.87,48851
0.22,0.2,300,100,FALSE,300,136552,203959.86,5500,20610.24,52297.4
0.23,0.2,300,100,FALSE,300,141706,203949.9,6800,16069.43,52974
0.23,0.2,300,100,FALSE,300,136682,194515.09,6100,13409.41,50523.4
0.23,0.2,300,100,FALSE,300,125893,182284.41,5700,14745.16,47346.6
0.23,0.2,300,100,FALSE,300,130282,187159.28,6300,14564.2,48612.8
0.23,0.2,300,100,FALSE,300,129218,189724.92,6400,17628.09,49279.2
0.23,0.2,300,100,FALSE,300,138538,199396.89,6600,15667.96,51791.4
0.23,0.2,300,100,FALSE,300,140398,201517.47,6400,15177.23,52342.2
0.23,0.2,300,100,FALSE,300,135905,198217.25,6000,16827.09,51485
0.23,0.2,300,100,FALSE,300,128290,188308.89,6300,17407.87,48911.4
0.23,0.2,300,100,FALSE,300,117457,173034.4,5300,15933.17,44944
0.24,0.2,300,100,FALSE,300,129857,189063.68,6600,16053.39,49753.6
0.24,0.2,300,100,FALSE,300,139624,202781.68,6900,16693.85,53363.6
0.24,0.2,300,100,FALSE,300,132504,192574.12,6800,16193.14,50677.4
0.24,0.2,300,100,FALSE,300,124506,192037.56,5800,22795.05,50536.2
0.24,0.2,300,100,FALSE,300,132049,196012.36,6300,18681.59,51582.2
0.24,0.2,300,100,FALSE,300,144608,205172.64,6900,13471.85,53992.8
0.24,0.2,300,100,FALSE,300,129837,192739.04,5700,17881.32,50720.8
0.24,0.2,300,100,FALSE,300,135915,193792.4,6400,13279.64,50998
0.24,0.2,300,100,FALSE,300,130999,191763.96,6700,17000.37,50464.2
0.24,0.2,300,100,FALSE,300,136153,195198.4,6600,14277.47,51368
0.25,0.2,300,100,FALSE,300,143511,208616.25,6900,16374.49,55631
0.25,0.2,300,100,FALSE,300,137916,202847.25,7300,18138.48,54092.6
0.25,0.2,300,100,FALSE,300,142509,212240.25,6700,19834.26,56597.4
0.25,0.2,300,100,FALSE,300,152204,219273,7300,15895.75,58472.8
0.25,0.2,300,100,FALSE,300,137350,201788.25,6500,17127.99,53810.2
0.25,0.2,300,100,FALSE,300,144557,212792.25,6700,18190.71,56744.6
0.25,0.2,300,100,FALSE,300,131832,193293,6900,16816.16,51544.8
0.25,0.2,300,100,FALSE,300,130088,188452.5,6300,14410.94,50254
0.25,0.2,300,100,FALSE,300,135094,199897.5,6500,17997.73,53306
0.25,0.2,300,100,FALSE,300,149041,220658.25,7600,20374.66,58842.2
0.26,0.2,300,100,FALSE,300,138716,202403.32,6900,15883.46,54703.6
0.26,0.2,300,100,FALSE,300,136972,204538.22,7200,19485.64,55280.6
0.26,0.2,300,100,FALSE,300,136971,202057.74,6700,17176.82,54610.2
0.26,0.2,300,100,FALSE,300,139218,199552.1,7400,13800.77,53933
0.26,0.2,300,100,FALSE,300,145667,214673.26,7900,18886.19,58019.8
0.26,0.2,300,100,FALSE,300,132387,192687.86,7300,15523.34,52077.8
0.26,0.2,300,100,FALSE,300,127054,189027.82,6800,17685.53,51088.6
0.26,0.2,300,100,FALSE,300,132023,195493.2,6800,17434.45,52836
0.26,0.2,300,100,FALSE,300,139469,202400.36,7600,15828.53,54702.8
0.26,0.2,300,100,FALSE,300,135641,201900.12,7100,18791.96,54567.6
0.27,0.2,300,100,FALSE,300,132947,194874.23,7700,16237.24,53390.2
0.27,0.2,300,100,FALSE,300,133153,198942.52,7400,18684.69,54504.8
0.27,0.2,300,100,FALSE,300,134858,195870.68,7800,15149.59,53663.2
0.27,0.2,300,100,FALSE,300,135261,199192.91,7100,16458.99,54573.4
0.27,0.2,300,100,FALSE,300,121373,182053.24,6600,17402.74,49877.6
0.27,0.2,300,100,FALSE,300,130538,195669.2,7000,18522.77,53608
0.27,0.2,300,100,FALSE,300,131205,200269.66,7000,21196.72,54868.4
0.27,0.2,300,100,FALSE,300,124821,186292.35,6800,17232.17,51039
0.27,0.2,300,100,FALSE,300,134805,202216.57,7200,19209.81,55401.8
0.27,0.2,300,100,FALSE,300,144511,209804.19,8400,16212.64,57480.6
0.28,0.2,300,100,FALSE,300,137586,201178.8,7700,15410.11,55883
0.28,0.2,300,100,FALSE,300,134442,196513.2,7800,15284.16,54587
0.28,0.2,300,100,FALSE,300,136903,198572.4,8000,14510.49,55159
0.28,0.2,300,100,FALSE,300,122582,185484.24,7000,18378.47,51523.4
0.28,0.2,300,100,FALSE,300,135488,201628.8,7300,17433.2,56008
0.28,0.2,300,100,FALSE,300,130316,196028.64,7200,18460.6,54452.4
0.28,0.2,300,100,FALSE,300,131706,192337.92,7600,14804.41,53427.2
0.28,0.2,300,100,FALSE,300,135507,207078.48,7700,21749.64,57521.8
0.28,0.2,300,100,FALSE,300,130436,201278.16,6900,21831.23,55910.6
0.28,0.2,300,100,FALSE,300,141398,210440.16,8100,18686.18,58455.6
0.29,0.2,300,100,FALSE,300,125915,190436.2,7600,18477.26,53644
0.29,0.2,300,100,FALSE,300,133532,203075.62,7600,19939.5,57204.4
0.29,0.2,300,100,FALSE,300,138791,205216.98,8000,16618.25,57807.6
0.29,0.2,300,100,FALSE,300,132634,194836.78,7900,15218.97,54883.6
0.29,0.2,300,100,FALSE,300,126781,194685.55,7700,20763.42,54841
0.29,0.2,300,100,FALSE,300,135230,206152.76,7900,20751.23,58071.2
0.29,0.2,300,100,FALSE,300,132824,206597.93,7000,22577.73,58196.6
0.29,0.2,300,100,FALSE,300,125173,194643.66,7900,22541.15,54829.2
0.29,0.2,300,100,FALSE,300,126398,187884.46,7200,15761.66,52925.2
0.29,0.2,300,100,FALSE,300,134523,202256.28,8000,18759.86,56973.6
0.3,0.2,300,100,FALSE,300,126777,189074.2,7800,16075.7,54021.2
0.3,0.2,300,100,FALSE,300,123359,186031.3,7800,17320.18,53151.8
0.3,0.2,300,100,FALSE,300,131606,196401.1,8100,16780.81,56114.6
0.3,0.2,300,100,FALSE,300,126978,195650,8200,20971.57,55900
0.3,0.2,300,100,FALSE,300,127904,192231.9,8200,17604.86,54923.4
0.3,0.2,300,100,FALSE,300,127089,192189.9,8100,18289.33,54911.4
0.3,0.2,300,100,FALSE,300,138293,203126.7,8900,15697.41,58036.2
0.3,0.2,300,100,FALSE,300,127708,194407.5,7600,18754.18,55545
0.3,0.2,300,100,FALSE,300,128913,199227.7,8500,21892.36,56922.2
0.3,0.2,300,100,FALSE,300,127518,195724.2,8100,20384.5,55921.2
0.31,0.2,300,100,FALSE,300,132952,205318.47,8300,21153.56,59512.6
0.31,0.2,300,100,FALSE,300,126766,191984.22,8800,18370.5,55647.6
0.31,0.2,300,100,FALSE,300,131172,197742.96,8100,17354.27,57316.8
0.31,0.2,300,100,FALSE,300,135601,206860.62,8900,20199.67,59959.6
0.31,0.2,300,100,FALSE,300,138302,208515.93,8800,18574.83,60439.4
0.31,0.2,300,100,FALSE,300,124732,195373.5,8900,22911.56,56630
0.31,0.2,300,100,FALSE,300,134305,202799.97,9000,18712.63,58782.6
0.31,0.2,300,100,FALSE,300,125944,191429.46,8800,18798.72,55486.8
0.31,0.2,300,100,FALSE,300,126770,195543.93,8300,20394.91,56679.4
0.31,0.2,300,100,FALSE,300,132486,196636.2,8500,15654.27,56996
0.32,0.2,300,100,FALSE,300,126255,193402.2,8700,18963.98,56883
0.32,0.2,300,100,FALSE,300,126043,186812.32,9200,15024.87,54944.8
0.32,0.2,300,100,FALSE,300,134494,207022.6,8600,20239.17,60889
0.32,0.2,300,100,FALSE,300,128725,194797.56,8400,17178.72,57293.4
0.32,0.2,300,100,FALSE,300,130507,201843.04,8700,20670.88,59365.6
0.32,0.2,300,100,FALSE,300,124025,189141.32,8600,18086.62,55629.8
0.32,0.2,300,100,FALSE,300,124228,190436.04,8700,18897.15,56010.6
0.32,0.2,300,100,FALSE,300,128781,195561.2,8600,17862.53,57518
0.32,0.2,300,100,FALSE,300,127333,192573.28,8700,17301.17,56639.2
0.32,0.2,300,100,FALSE,300,120657,189564.96,8700,21853.59,55754.4
0.33,0.2,300,100,FALSE,300,127355,192749.62,8700,16557.9,57537.2
0.33,0.2,300,100,FALSE,300,125060,192217.64,8500,18278.98,57378.4
0.33,0.2,300,100,FALSE,300,130326,201795.29,9200,20431.45,60237.4
0.33,0.2,300,100,FALSE,300,130437,203282.02,9200,21364.03,60681.2
0.33,0.2,300,100,FALSE,300,132889,198762.87,9200,15741.69,59332.2
0.33,0.2,300,100,FALSE,300,131486,201938.67,9200,19372.78,60280.2
0.33,0.2,300,100,FALSE,300,119723,185485.48,8200,18594.05,55368.8
0.33,0.2,300,100,FALSE,300,115743,183761.57,8000,21164,54854.2
0.33,0.2,300,100,FALSE,300,124935,195224.6,9000,21013.15,58276
0.33,0.2,300,100,FALSE,300,128365,192454.15,9300,15940.62,57449
0.34,0.2,300,100,FALSE,300,123946,188759.34,8900,16513.49,57199.8
0.34,0.2,300,100,FALSE,300,122751,194597.7,8600,21478.03,58969
0.34,0.2,300,100,FALSE,300,130216,197743.92,9000,16605.4,59922.4
0.34,0.2,300,100,FALSE,300,125545,195841.14,9500,20450.61,59345.8
0.34,0.2,300,100,FALSE,300,117982,187108.02,9100,21526.71,56699.4
0.34,0.2,300,100,FALSE,300,118206,189769.14,8600,22657.35,57505.8
0.34,0.2,300,100,FALSE,300,125643,199323.96,9500,22779.41,60401.2
0.34,0.2,300,100,FALSE,300,124614,197031.12,8900,21611.21,59706.4
0.34,0.2,300,100,FALSE,300,112421,179211.12,8400,20883.28,54306.4
0.34,0.2,300,100,FALSE,300,128828,197670.66,9600,18542.57,59900.2
0.35,0.2,300,100,FALSE,300,119463,186291.3,8600,18108.33,57320.4
0.35,0.2,300,100,FALSE,300,121474,193087.05,9000,21201.7,59411.4
0.35,0.2,300,100,FALSE,300,113832,178289.15,8700,18299.36,54858.2
0.35,0.2,300,100,FALSE,300,126731,196220.05,9100,18213.8,60375.4
0.35,0.2,300,100,FALSE,300,117427,187955.3,9000,21695.6,57832.4
0.35,0.2,300,100,FALSE,300,121095,186266.6,9300,17158.97,57312.8
0.35,0.2,300,100,FALSE,300,120745,190645.65,9600,20840.51,58660.2
0.35,0.2,300,100,FALSE,300,123898,195075.4,9600,20754.3,60023.2
0.35,0.2,300,100,FALSE,300,125040,193350.95,9600,18418.01,59492.6
0.35,0.2,300,100,FALSE,300,120789,187870.8,9500,18775.31,57806.4
0.36,0.2,300,100,FALSE,300,112385,172457.6,9400,15579.55,53893
