margin,manufacturing-cost,number-of-friendships,monthly-fee,random-join?,number-of-persons,network-profit,network-sale-revenue,network-fee-revenue,network-sponsor-cost,network-manufacturing-cost
0.35,0.2,300,100,TRUE,300,126167,201526.65,9500,22851.93,62008.2
0.35,0.2,300,100,TRUE,300,123397,190610.55,10100,18664.65,58649.4
0.35,0.2,300,100,TRUE,300,125678,198488.55,10100,21837.57,61073.4
0.35,0.2,300,100,TRUE,300,123542,192536.5,9900,19652.24,59242
0.35,0.2,300,100,TRUE,300,125565,196346.15,10200,20567.05,60414.2
0.35,0.2,300,100,TRUE,300,127557,200628.35,9400,20739.63,61731.8
0.35,0.2,300,100,TRUE,300,121687,186305.6,9700,16993.74,57324.8
0.36,0.2,300,100,TRUE,300,123869,192080.64,10100,18286,60025.2
0.36,0.2,300,100,TRUE,300,124923,193310.72,10300,18278.54,60409.6
0.36,0.2,300,100,TRUE,300,122554,194243.2,9900,20888.49,60701
0.36,0.2,300,100,TRUE,300,126711,195356.16,10300,17896.72,61048.8
0.36,0.2,300,100,TRUE,300,127902,195058.56,10300,16500.59,60955.8
0.36,0.2,300,100,TRUE,300,120623,187887.36,9800,18349.8,58714.8
0.36,0.2,300,100,TRUE,300,120609,193209.6,10000,22222.47,60378
0.36,0.2,300,100,TRUE,300,126531,193513.6,10000,16509.31,60473
0.36,0.2,300,100,TRUE,300,113994,180366.08,9500,19507.45,56364.4
0.36,0.2,300,100,TRUE,300,123491,184615.68,10000,13432.42,57692.4
0.37,0.2,300,100,TRUE,300,121588,190200.15,10100,18331.16,60381
0.37,0.2,300,100,TRUE,300,115294,180682.11,10100,18128.37,57359.4
0.37,0.2,300,100,TRUE,300,123033,192844.89,10900,19491.2,61220.6
0.37,0.2,300,100,TRUE,300,119664,184082.22,9900,15879.33,58438.8
0.37,0.2,300,100,TRUE,300,122067,192437.28,11100,20378.89,61091.2
0.37,0.2,300,100,TRUE,300,124722,195097.77,10100,18540.21,61935.8
0.37,0.2,300,100,TRUE,300,108851,172814.67,9900,19001.43,54861.8
0.37,0.2,300,100,TRUE,300,118841,191276.82,10100,21813.21,60722.8
0.37,0.2,300,100,TRUE,300,116143,180838.98,10100,17387.15,57409.2
0.37,0.2,300,100,TRUE,300,116709,188324.01,10200,22029.97,59785.4
0.38,0.2,300,100,TRUE,300,115411,185425.88,10200,20400.44,59814.8
0.38,0.2,300,100,TRUE,300,117931,187032.3,9900,18668.26,60333
0.38,0.2,300,100,TRUE,300,115821,185921.26,9700,19825.93,59974.6
0.38,0.2,300,100,TRUE,300,115996,183015.94,9900,17882.95,59037.4
0.38,0.2,300,100,TRUE,300,121492,190068.44,10500,17763.88,61312.4
0.38,0.2,300,100,TRUE,300,119746,187437.78,10800,18028.27,60463.8
0.38,0.2,300,100,TRUE,300,119560,192623.46,10800,21726.44,62136.6
0.38,0.2,300,100,TRUE,300,116636,186145.08,10500,19961.84,60046.8
0.38,0.2,300,100,TRUE,300,108002,175927.48,10500,21674.85,56750.8
0.38,0.2,300,100,TRUE,300,120386,191938.98,10200,19836.78,61915.8
0.39,0.2,300,100,TRUE,300,108676,172978.31,11300,18888.28,56714.2
0.39,0.2,300,100,TRUE,300,114366,183017.08,10400,19045.2,60005.6
0.39,0.2,300,100,TRUE,300,115264,182376.58,10600,17917.35,59795.6
0.39,0.2,300,100,TRUE,300,111026,190023.54,9900,26594.67,62302.8
0.39,0.2,300,100,TRUE,300,116205,182729.77,11300,17913.79,59911.4
0.39,0.2,300,100,TRUE,300,112550,175121.85,10500,15654.85,57417
0.39,0.2,300,100,TRUE,300,115058,186350.73,10300,20494.58,61098.6
0.39,0.2,300,100,TRUE,300,118417,186789.93,11000,18130.72,61242.6
0.39,0.2,300,100,TRUE,300,118085,188917,10400,19292.3,61940
0.39,0.2,300,100,TRUE,300,122078,192206.12,10900,18009.51,63018.4
0.4,0.2,300,100,TRUE,300,112265,182310.6,10600,19875.39,60770.2
0.4,0.2,300,100,TRUE,300,106771,181910.4,10700,25202.88,60636.8
0.4,0.2,300,100,TRUE,300,106866,173585.4,10900,19757.32,57861.8
0.4,0.2,300,100,TRUE,300,112103,179305.8,11200,18633.86,59768.6
0.4,0.2,300,100,TRUE,300,111209,181749.6,10000,19957.87,60583.2
0.4,0.2,300,100,TRUE,300,115180,185373,11200,19602.22,61791
0.4,0.2,300,100,TRUE,300,109840,174614.4,10900,17469.93,58204.8
0.4,0.2,300,100,TRUE,300,119536,191170.2,10900,18810.92,63723.4
0.4,0.2,300,100,TRUE,300,105583,173433.6,10700,20739.72,57811.2
0.4,0.2,300,100,TRUE,300,110615,180415.2,10500,20162,60138.4
0.41,0.2,300,100,TRUE,300,111051,175945.08,11300,16552.17,59642.4
0.41,0.2,300,100,TRUE,300,109740,175088.4,10900,16896.8,59352
0.41,0.2,300,100,TRUE,300,103444,166424.84,10900,17465.39,56415.2
0.41,0.2,300,100,TRUE,300,114088,182805.01,11400,18149.04,61967.8
0.41,0.2,300,100,TRUE,300,107833,172740.79,10800,17151.63,58556.2
0.41,0.2,300,100,TRUE,300,112378,181184.87,11200,18588.24,61418.6
0.41,0.2,300,100,TRUE,300,110405,181474.56,11100,20652.32,61516.8
0.41,0.2,300,100,TRUE,300,110483,183174.94,10800,21399.23,62093.2
0.41,0.2,300,100,TRUE,300,105798,172495.94,10900,19124.89,58473.2
0.41,0.2,300,100,TRUE,300,112317,177188.8,11300,16108.27,60064
0.42,0.2,300,100,TRUE,300,109103,177578.6,10900,18141.29,61234
0.42,0.2,300,100,TRUE,300,110425,180893.3,11200,19291.41,62377
0.42,0.2,300,100,TRUE,300,100954,167622.9,10700,19568.39,57801
0.42,0.2,300,100,TRUE,300,107000,176836.78,11300,20158.69,60978.2
0.42,0.2,300,100,TRUE,300,103157,170243.34,11300,19681.75,58704.6
0.42,0.2,300,100,TRUE,300,105487,175369.38,11500,20910.29,60472.2
0.42,0.2,300,100,TRUE,300,106491,173314.44,11200,18259.39,59763.6
0.42,0.2,300,100,TRUE,300,110693,183138.48,10800,20094.14,63151.2
0.42,0.2,300,100,TRUE,300,106178,169847.2,11100,16201.07,58568
0.42,0.2,300,100,TRUE,300,109851,174462.84,11400,15852.38,60159.6
0.43,0.2,300,100,TRUE,300,106323,178140.96,11400,20712.41,62505.6
0.43,0.2,300,100,TRUE,300,111498,183017.88,12200,19502.82,64216.8
0.43,0.2,300,100,TRUE,300,103928,170320.56,11500,18131.25,59761.6
0.43,0.2,300,100,TRUE,300,100862,171318.63,10800,21144.76,60111.8
0.43,0.2,300,100,TRUE,300,104065,163852.77,11200,13495.7,57492.2
0.43,0.2,300,100,TRUE,300,106354,178657.38,11700,21316.45,62686.8
0.43,0.2,300,100,TRUE,300,106296,177456.96,12000,20895.43,62265.6
0.43,0.2,300,100,TRUE,300,104292,169162.32,11300,16814.71,59355.2
0.43,0.2,300,100,TRUE,300,98952,174005.04,11100,25098.33,61054.4
0.43,0.2,300,100,TRUE,300,107213,178961.19,11600,20554.59,62793.4
0.44,0.2,300,100,TRUE,300,99027,170410.24,11200,21722.29,60860.8
0.44,0.2,300,100,TRUE,300,107506,180736.08,11600,20281.93,64548.6
0.44,0.2,300,100,TRUE,300,103145,174212.64,11900,20748.48,62218.8
0.44,0.2,300,100,TRUE,300,103660,172673.76,11400,18744.36,61669.2
0.44,0.2,300,100,TRUE,300,106473,173440.96,12100,17124.61,61943.2
0.44,0.2,300,100,TRUE,300,100086,162445.92,12000,16343.53,58016.4
0.44,0.2,300,100,TRUE,300,105745,172705.12,12000,17279.68,61680.4
0.44,0.2,300,100,TRUE,300,104697,175594.72,11300,19485.5,62712.4
0.44,0.2,300,100,TRUE,300,101726,174356.56,11500,21859.92,62270.2
0.44,0.2,300,100,TRUE,300,104387,169783.6,11800,16559.19,60637
0.45,0.2,300,100,TRUE,300,99503,167830.3,11500,18798.22,61029.2
0.45,0.2,300,100,TRUE,300,96441,162386.4,11700,18596.06,59049.6
0.45,0.2,300,100,TRUE,300,93950,158686.55,11400,18431.94,57704.2
0.45,0.2,300,100,TRUE,300,98811,172697.25,11400,22486.98,62799
0.45,0.2,300,100,TRUE,300,95620,166211.1,11200,21350.81,60440.4
0.45,0.2,300,100,TRUE,300,98295,170764.55,11100,21473.42,62096.2
0.45,0.2,300,100,TRUE,300,103548,175335.05,11600,19629.12,63758.2
0.45,0.2,300,100,TRUE,300,96551,163933,11200,18969.96,59612
0.45,0.2,300,100,TRUE,300,97115,160703.4,11800,16950.84,58437.6
0.45,0.2,300,100,TRUE,300,101799,172535.55,11900,19896.3,62740.2
0.46,0.2,300,100,TRUE,300,94925,166930.2,12100,22278.76,61826
0.46,0.2,300,100,TRUE,300,95182,167233.14,11600,21713.33,61938.2
0.46,0.2,300,100,TRUE,300,95239,161193.78,12500,18753.72,59701.4
0.46,0.2,300,100,TRUE,300,95818,164866.32,11400,19386.96,61061.6
0.46,0.2,300,100,TRUE,300,100691,168663.06,12800,18304.22,62467.8
0.46,0.2,300,100,TRUE,300,97983,163900.8,11900,17114.29,60704
0.46,0.2,300,100,TRUE,300,95259,168190.02,11200,21838.37,62292.6
0.46,0.2,300,100,TRUE,300,99062,165610.98,12100,17311.22,61337.4
0.46,0.2,300,100,TRUE,300,96475,164932.2,12100,19470.84,61086
0.46,0.2,300,100,TRUE,300,96130,165204.36,12400,20288.05,61186.8
0.47,0.2,300,100,TRUE,300,90193,156560.94,11600,18888.49,59079.6
0.47,0.2,300,100,TRUE,300,95605,163424.44,12400,18549.43,61669.6
0.47,0.2,300,100,TRUE,300,95674,163065.1,12700,18557.28,61534
0.47,0.2,300,100,TRUE,300,96410,165716.69,11400,18172.47,62534.6
0.47,0.2,300,100,TRUE,300,90907,163865.4,12000,23122.16,61836
0.47,0.2,300,100,TRUE,300,94430,159592.01,11800,16739.06,60223.4
0.47,0.2,300,100,TRUE,300,96319,167726.45,12000,20114.27,63293
0.47,0.2,300,100,TRUE,300,88305,151097.17,11900,17674.43,57017.8
0.47,0.2,300,100,TRUE,300,85736,155810.99,12700,23978.56,58796.6
0.47,0.2,300,100,TRUE,300,101207,167598.19,11800,14946.58,63244.6
0.48,0.2,300,100,TRUE,300,90560,160125.16,12400,20378.56,61586.6
0.48,0.2,300,100,TRUE,300,91097,159594.76,12300,19415.4,61382.6
0.48,0.2,300,100,TRUE,300,93449,162209.84,12300,18672.2,62388.4
0.48,0.2,300,100,TRUE,300,87809,154622,12900,20243.36,59470
0.48,0.2,300,100,TRUE,300,88538,160742.92,12500,22880.5,61824.2
0.48,0.2,300,100,TRUE,300,95596,162753.24,12600,17159.46,62597.4
0.48,0.2,300,100,TRUE,300,93636,164704.8,12800,20520.79,63348
0.48,0.2,300,100,TRUE,300,92247,162938.36,12400,20422.28,62668.6
0.48,0.2,300,100,TRUE,300,92810,169177.32,11300,22599.34,65068.2
0.48,0.2,300,100,TRUE,300,88644,154815.96,11900,18527.17,59544.6
0.49,0.2,300,100,TRUE,300,90131,159611.64,12800,19688.14,62592.8
0.49,0.2,300,100,TRUE,300,84491,151505.7,11900,19500.97,59414
0.49,0.2,300,100,TRUE,300,87531,158088.27,11800,20361.86,61995.4
0.49,0.2,300,100,TRUE,300,90090,152268.66,12900,15365.96,59713.2
0.49,0.2,300,100,TRUE,300,88004,157158.54,12200,19724.13,61630.8
0.49,0.2,300,100,TRUE,300,92767,162814.44,12100,18298.67,63848.8
0.49,0.2,300,100,TRUE,300,87697,153652.8,13500,19199.82,60256
0.49,0.2,300,100,TRUE,300,88006,156663.33,12600,19821.19,61436.6
0.49,0.2,300,100,TRUE,300,86499,155370.99,12500,20442.44,60929.8
0.49,0.2,300,100,TRUE,300,89393,162625.74,13400,22858.23,63774.8
0.5,0.2,300,100,TRUE,300,89302,155395.5,13200,17135.4,62158.2
0.5,0.2,300,100,TRUE,300,85534,152661.5,12300,18362.8,61064.6
0.5,0.2,300,100,TRUE,300,85428,153962,12600,19549.58,61584.8
0.5,0.2,300,100,TRUE,300,83577,149306.5,12400,18407.3,59722.6
0.5,0.2,300,100,TRUE,300,87900,151157,13300,16093.92,60462.8
0.5,0.2,300,100,TRUE,300,82925,146259,12600,17430.16,58503.6
0.5,0.2,300,100,TRUE,300,86853,151408.5,12800,16792.08,60563.4
0.5,0.2,300,100,TRUE,300,88218,154478,12800,17268.54,61791.2
0.5,0.2,300,100,TRUE,300,88277,158696.5,13100,20040.5,63478.6
0.5,0.2,300,100,TRUE,300,80242,142513.5,12500,17766.11,57005.4
