"BehaviorSpace results (NetLogo 4.1.2)"
"oriflame7.nlogo"
"max-profit1"
"05/03/2011 13:38:30:018 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-37","37","-37","37"
"[run number]","margin","manufacturing-cost","number-of-friendships","monthly-fee","random-join?","number-of-persons","[step]","network-profit","network-sale-revenue","network-fee-revenue","network-sponsor-cost","network-manufacturing-cost"
"30","0.03","0.2","300","100","false","300","18","44678","58198.06","600","2120.7899999999995","11999.6"
"31","0.04","0.2","300","100","false","300","19","34545","46167.36","600","2604.66","9618.2"
"32","0.04","0.2","300","100","false","300","17","20722","27081.6","300","1017.98","5642"
"33","0.04","0.2","300","100","false","300","18","35245","46901.759999999995","600","2485.88","9771.2"
"34","0.04","0.2","300","100","false","300","18","28391","36605.76","500","1088.1","7626.200000000001"
"36","0.04","0.2","300","100","false","300","20","45169","59975.04","700","3011.14","12494.800000000001"
"35","0.04","0.2","300","100","false","300","20","37307","48377.28","600","1591.46","10078.6"
"37","0.04","0.2","300","100","false","300","19","41321","53993.28","700","2123.28","11248.6"
"38","0.04","0.2","300","100","false","300","18","43109","56557.439999999995","700","2365.4700000000003","11782.800000000001"
"39","0.04","0.2","300","100","false","300","20","26805","34478.4","400","889.97","7183"
"40","0.04","0.2","300","100","false","300","18","34749","45153.6","500","1497.16","9407"
"41","0.05","0.2","300","100","false","300","20","51169","67118.45","700","2519.57","14130.2"
"42","0.05","0.2","300","100","false","300","18","30361","38591.85","400","506.64","8124.6"
"43","0.05","0.2","300","100","false","300","19","55575","73465.4","1000","3424.45","15466.400000000001"
"44","0.05","0.2","300","100","false","300","19","38033","49839.85","800","2114.7","10492.6"
"45","0.05","0.2","300","100","false","300","19","55342","77169.45","1000","6581.389999999999","16246.2"
"47","0.05","0.2","300","100","false","300","19","21927","28513.3","400","984","6002.8"
"46","0.05","0.2","300","100","false","300","28","47208","61802.25","700","2283.1200000000003","13011"
"48","0.05","0.2","300","100","false","300","19","61155","81584.09999999999","1200","4453.04","17175.600000000002"
"49","0.05","0.2","300","100","false","300","22","25533","33699.35","400","1471.88","7094.6"
"50","0.05","0.2","300","100","false","300","19","67636","91011.9","1200","5415.06","19160.4"
"51","0.060000000000000005","0.2","300","100","false","300","21","62067","82746.31999999999","1400","4474.04","17605.600000000002"
"52","0.060000000000000005","0.2","300","100","false","300","20","51265","68613.42","1000","3749.93","14598.6"
"53","0.060000000000000005","0.2","300","100","false","300","27","38594","49826.579999999994","800","1431.5","10601.400000000001"
"54","0.060000000000000005","0.2","300","100","false","300","27","65177","88777.36","1100","5811.44","18888.8"
"55","0.060000000000000005","0.2","300","100","false","300","19","62041","81297.78","1000","2959.8199999999997","17297.4"
"57","0.060000000000000005","0.2","300","100","false","300","20","43978","58802.64","700","3012.98","12511.2"
"56","0.060000000000000005","0.2","300","100","false","300","19","54733","72560.48","1100","3488.7699999999995","15438.400000000001"
"58","0.060000000000000005","0.2","300","100","false","300","19","54172","72994.76","1200","4492.25","15530.800000000001"
"59","0.060000000000000005","0.2","300","100","false","300","21","55539","75678.45999999999","1200","5237.240000000001","16101.800000000001"
"60","0.060000000000000005","0.2","300","100","false","300","18","31313","40649.36","500","1187.85","8648.800000000001"
"61","0.06999999999999999","0.2","300","100","false","300","19","62485","83294.52","1200","4097.05","17912.8"
"62","0.06999999999999999","0.2","300","100","false","300","20","61330","84459.81","1400","6366.399999999999","18163.4"
"63","0.06999999999999999","0.2","300","100","false","300","28","49157","65714.73000000001","900","3325.16","14132.2"
"64","0.06999999999999999","0.2","300","100","false","300","19","57914","76667.34000000001","1000","3265.52","16487.600000000002"
"65","0.06999999999999999","0.2","300","100","false","300","29","59586","80877.45","1100","4998.36","17393"
"66","0.06999999999999999","0.2","300","100","false","300","19","60276","79981.86","1100","3605.82","17200.4"
"67","0.06999999999999999","0.2","300","100","false","300","20","69871","94876.74","1300","5902.62","20403.600000000002"
"68","0.06999999999999999","0.2","300","100","false","300","22","54963","73135.2","1000","3443.9","15728"
"69","0.06999999999999999","0.2","300","100","false","300","20","64689","87875.70000000001","1100","5388.4","18898"
"71","0.08","0.2","300","100","false","300","21","65735","89428.6","1600","5852.420000000001","19441"
"70","0.06999999999999999","0.2","300","100","false","300","20","54331","74228.88","1000","4935.179999999999","15963.2"
"72","0.08","0.2","300","100","false","300","19","86630","116285.24","1700","6075.389999999999","25279.4"
"73","0.08","0.2","300","100","false","300","21","69466","95078.32","1600","6543.490000000001","20669.2"
"74","0.08","0.2","300","100","false","300","24","78054","103732.76000000001","1900","5028.079999999999","22550.600000000002"
"75","0.08","0.2","300","100","false","300","27","60428","84100.88","1300","6690.42","18282.8"
"76","0.08","0.2","300","100","false","300","21","58275","80523","1100","5843.4800000000005","17505"
"77","0.08","0.2","300","100","false","300","24","70787","96960.64","1400","6495.3099999999995","21078.4"
"78","0.08","0.2","300","100","false","300","20","79518","108166.24","1500","6634.04","23514.4"
"79","0.08","0.2","300","100","false","300","24","94750","129317.04000000001","2200","8654.34","28112.4"
"80","0.08","0.2","300","100","false","300","23","56344","74999.32","1100","3451.62","16304.2"
"81","0.09","0.2","300","100","false","300","22","77034","104551.72","1900","6438.83","22978.4"
"83","0.09","0.2","300","100","false","300","21","84771","116265.24","1800","7741.240000000001","25552.800000000003"
"82","0.09","0.2","300","100","false","300","19","82029","111631.52","2000","7068.030000000001","24534.4"
"84","0.09","0.2","300","100","false","300","23","90547","125979.49","2300","10045.059999999996","27687.800000000003"
"86","0.09","0.2","300","100","false","300","21","60635","82047.42","1200","4580.009999999999","18032.4"
"85","0.09","0.2","300","100","false","300","22","71744","100574.11","1500","8225.970000000001","22104.2"
"88","0.09","0.2","300","100","false","300","22","88636","119193.62000000001","2100","6460.780000000001","26196.4"
"87","0.09","0.2","300","100","false","300","20","71434","96219.76000000001","1600","5238.34","21147.2"
"90","0.09","0.2","300","100","false","300","20","70556","95087.72","1700","5332.879999999999","20898.4"
"89","0.09","0.2","300","100","false","300","18","51396","70770.7","1000","4820.249999999999","15554"
"91","0.09999999999999999","0.2","300","100","false","300","22","85707","117688.5","2000","7828.860000000001","26153"
"93","0.09999999999999999","0.2","300","100","false","300","21","100266","141700.5","2600","12545.009999999998","31489"
"92","0.09999999999999999","0.2","300","100","false","300","22","92112","127638","2100","9262.019999999997","28364"
"95","0.09999999999999999","0.2","300","100","false","300","21","84771","115457.40000000001","2200","7229.58","25657.2"
"94","0.09999999999999999","0.2","300","100","false","300","22","93006","125247.6","2400","6808.629999999999","27832.800000000003"
"96","0.09999999999999999","0.2","300","100","false","300","19","83376","111528","1900","5267.51","24784"
"97","0.09999999999999999","0.2","300","100","false","300","21","81849","109575","1600","4976.34","24350"
"98","0.09999999999999999","0.2","300","100","false","300","20","79609","107675.1","1800","5938.360000000001","23927.800000000003"
"99","0.09999999999999999","0.2","300","100","false","300","19","68604","93703.5","1500","5776.7","20823"
"100","0.09999999999999999","0.2","300","100","false","300","21","93857","130390.2","2300","9857.440000000002","28975.600000000002"
"101","0.11","0.2","300","100","false","300","23","105293","140950.19","2500","6483.3","31674.2"
"102","0.11","0.2","300","100","false","300","22","105967","145293.39","3000","9676.05","32650.2"
"103","0.11","0.2","300","100","false","300","25","96926","131694.19","2200","7373.75","29594.2"
"104","0.11","0.2","300","100","false","300","24","95228","132119.61000000002","2500","9701.75","29689.800000000003"
"105","0.11","0.2","300","100","false","300","24","101944","142146.35","2500","10759.260000000002","31943"
"106","0.11","0.2","300","100","false","300","22","79214","106947.74","1900","5600.459999999999","24033.2"
"107","0.11","0.2","300","100","false","300","21","100313","144324.18","2500","14078.999999999998","32432.4"
"108","0.11","0.2","300","100","false","300","22","106538","150578.21","2700","12902.460000000001","33837.8"
"109","0.11","0.2","300","100","false","300","22","101796","141229.65","2800","10497.08","31737"
"110","0.11","0.2","300","100","false","300","22","89985","126663.02","2200","10414.260000000002","28463.600000000002"
"111","0.12","0.2","300","100","false","300","22","113758","156147.2","3000","9901.62","35488"
"112","0.12","0.2","300","100","false","300","23","101682","146385.36000000002","2800","14233.710000000003","33269.4"
"113","0.12","0.2","300","100","false","300","28","99067","140394.32","2800","12219.93","31907.800000000003"
"114","0.12","0.2","300","100","false","300","19","104588","145200.88","3000","10612.74","33000.200000000004"
"115","0.12","0.2","300","100","false","300","21","95716","135716.24","2300","11455.990000000002","30844.600000000002"
"116","0.12","0.2","300","100","false","300","23","102362","142394.56","3000","10669.709999999997","32362.4"
"117","0.12","0.2","300","100","false","300","21","101221","142691.12","2600","11639.93","32429.800000000003"
"118","0.12","0.2","300","100","false","300","25","86869","122683.44","2000","9931.77","27882.600000000002"
"119","0.12","0.2","300","100","false","300","22","88812","128705.28","2400","13042.150000000001","29251.2"
"120","0.12","0.2","300","100","false","300","23","96455","143804.32","2400","17066.249999999996","32682.800000000003"
"121","0.13","0.2","300","100","false","300","22","111954","152859","3300","9064.92","35140"
"122","0.13","0.2","300","100","false","300","22","123692","172290.45","3600","12591.060000000001","39607"
"123","0.13","0.2","300","100","false","300","24","113495","154871.31","3600","9373.480000000001","35602.6"
"124","0.13","0.2","300","100","false","300","23","127608","178649.28","3800","13772.750000000002","41068.8"
"125","0.13","0.2","300","100","false","300","26","114253","164051.55","3200","15285.869999999999","37713"
"126","0.13","0.2","300","100","false","300","23","98019","136959.75","2700","10155.450000000003","31485"
"127","0.13","0.2","300","100","false","300","21","119398","168639.06","3200","13673.460000000001","38767.6"
"128","0.13","0.2","300","100","false","300","26","111240","158645.37","3100","14035.220000000001","36470.200000000004"
"130","0.13","0.2","300","100","false","300","24","112619","154277.97","3600","9792.609999999999","35466.200000000004"
"129","0.13","0.2","300","100","false","300","25","100820","139253.07","3000","9420.589999999998","32012.2"
"131","0.14","0.2","300","100","false","300","23","113216","157760.12","3500","11355.46","36688.4"
"132","0.14","0.2","300","100","false","300","29","122997","170184.54","3500","11109.71","39577.8"
"133","0.14","0.2","300","100","false","300","22","114648","162372.3","3600","13563.39","37761"
"134","0.14","0.2","300","100","false","300","25","101808","146301.48","2900","13369.9","34023.6"
"135","0.14","0.2","300","100","false","300","26","116339","165044.32","3500","13823.340000000004","38382.4"
"136","0.14","0.2","300","100","false","300","26","89772","133737.74","2400","15264.259999999998","31101.800000000003"
"137","0.14","0.2","300","100","false","300","24","129219","184654.04","3900","16392.02","42942.8"
"138","0.14","0.2","300","100","false","300","28","102610","143593.34","2900","10489.32","33393.8"
"139","0.14","0.2","300","100","false","300","22","112316","161409.1","3100","14655.669999999998","37537"
"140","0.14","0.2","300","100","false","300","27","99202","139395.68","3200","10975.66","32417.600000000002"
"141","0.15000000000000002","0.2","300","100","false","300","23","113403","159346.1","3300","11749.49","37493.200000000004"
"143","0.15000000000000002","0.2","300","100","false","300","22","103803","148755.94999999998","3500","13451.69","35001.4"
"142","0.15000000000000002","0.2","300","100","false","300","27","110525","156911.69999999998","2900","12366.259999999997","36920.4"
"144","0.15000000000000002","0.2","300","100","false","300","26","127596","176789.8","3900","11496.399999999998","41597.600000000006"
"145","0.15000000000000002","0.2","300","100","false","300","25","120733","165867.3","3700","9806.53","39027.6"
"147","0.15000000000000002","0.2","300","100","false","300","23","119495","164083.15","3900","9880.63","38607.8"
"146","0.15000000000000002","0.2","300","100","false","300","25","136267","187028.05","4100","10854.2","44006.600000000006"
"148","0.15000000000000002","0.2","300","100","false","300","25","115220","161525.5","3400","11699.36","38006"
"149","0.15000000000000002","0.2","300","100","false","300","26","126569","174240.65","4200","10874.119999999997","40997.8"
"150","0.15000000000000002","0.2","300","100","false","300","22","114447","161779.65","3600","12866.520000000002","38065.8"
"151","0.16","0.2","300","100","false","300","26","134580","187325.88","4500","12644.599999999999","44601.4"
"152","0.16","0.2","300","100","false","300","23","121680","171500.28","4000","12987.09","40833.4"
"153","0.16","0.2","300","100","false","300","28","127052","180717.6","4500","15138.099999999999","43028"
"154","0.16","0.2","300","100","false","300","22","117943","163731.12","4000","10804.270000000002","38983.6"
"155","0.16","0.2","300","100","false","300","25","124068","169979.04","4200","9639.76","40471.200000000004"
"156","0.16","0.2","300","100","false","300","25","130623","184673.16","4400","14480.06","43969.8"
"157","0.16","0.2","300","100","false","300","25","122576","175038.36","4100","14886.060000000003","41675.8"
"158","0.16","0.2","300","100","false","300","23","107188","153981.24","4100","14231.210000000003","36662.200000000004"
"159","0.16","0.2","300","100","false","300","25","130912","183733.19999999998","4100","13175.470000000001","43746"
"160","0.16","0.2","300","100","false","300","28","107142","154179.47999999998","3600","13928.42","36709.4"
"161","0.17","0.2","300","100","false","300","21","115802","160536.94","4200","10250.99","38683.6"
"163","0.17","0.2","300","100","false","300","26","125845","176529.38","4200","12347.47","42537.200000000004"
"162","0.17","0.2","300","100","false","300","31","122420","176884.62","4200","16042.069999999998","42622.8"
"164","0.17","0.2","300","100","false","300","23","120311","175390.62","4000","16817.21","42262.8"
"165","0.17","0.2","300","100","false","300","24","113355","161204.25999999998","3700","12705","38844.4"
"166","0.17","0.2","300","100","false","300","23","114107","168669.28","4000","17919.36","40643.200000000004"
"167","0.17","0.2","300","100","false","300","24","134085","191213.74","4800","15853.370000000003","46075.600000000006"
"168","0.17","0.2","300","100","false","300","28","116330","163640.31","4100","11979.14","39431.4"
"169","0.17","0.2","300","100","false","300","25","131289","185514.13","4400","13922.530000000004","44702.200000000004"
"170","0.17","0.2","300","100","false","300","28","132259","188580.97999999998","4800","15680.860000000002","45441.200000000004"
"171","0.18000000000000002","0.2","300","100","false","300","23","124355","175725.18","4600","13110.14","42859.8"
"172","0.18000000000000002","0.2","300","100","false","300","24","128021","185128.12","5100","17053.909999999993","45153.200000000004"
"173","0.18000000000000002","0.2","300","100","false","300","26","117566","172687.08","3900","16902.57","42118.8"
"174","0.18000000000000002","0.2","300","100","false","300","27","134838","185907.94","5800","11526.78","45343.4"
"176","0.18000000000000002","0.2","300","100","false","300","24","119069","172849.44","4600","16221.55","42158.4"
"175","0.18000000000000002","0.2","300","100","false","300","25","139507","196635.18","5100","14268.880000000001","47959.8"
"177","0.18000000000000002","0.2","300","100","false","300","26","122612","174559.13999999998","4300","13671.68","42575.4"
"178","0.18000000000000002","0.2","300","100","false","300","27","113810","163185.74","4000","13574.310000000001","39801.4"
"179","0.18000000000000002","0.2","300","100","false","300","23","113678","162059.06","4500","13354.099999999999","39526.600000000006"
"180","0.18000000000000002","0.2","300","100","false","300","26","129970","181383.18","4600","11773.150000000001","44239.8"
"181","0.19","0.2","300","100","false","300","25","122718","175418.46000000002","4400","13787.72","43313.200000000004"
"183","0.19","0.2","300","100","false","300","22","137538","195860.43000000002","5200","15161.410000000002","48360.600000000006"
"182","0.19","0.2","300","100","false","300","31","152176","212787","5300","13371.300000000001","52540"
"184","0.19","0.2","300","100","false","300","29","128715","184893.03","5100","15625.73","45652.600000000006"
"185","0.19","0.2","300","100","false","300","30","119847","170505.81","4800","13358.300000000001","42100.200000000004"
"186","0.19","0.2","300","100","false","300","26","143222","204550.11000000002","5500","16321.58","50506.200000000004"
"187","0.19","0.2","300","100","false","300","24","140704","202316.13","5100","16757.56","49954.600000000006"
"188","0.19","0.2","300","100","false","300","23","141391","200232.81000000003","5700","15101.4","49440.200000000004"
"189","0.19","0.2","300","100","false","300","23","122939","181090.89","5000","18437.829999999998","44713.8"
"190","0.19","0.2","300","100","false","300","27","122369","178414.65000000002","5200","17192.37","44053"
"191","0.2","0.2","300","100","false","300","27","137160","197626.40000000002","4900","15959.749999999998","49406.600000000006"
"192","0.2","0.2","300","100","false","300","27","141685","202412","5700","15823.740000000002","50603"
"193","0.2","0.2","300","100","false","300","27","141968","204761.6","5100","16702.769999999997","51190.4"
"194","0.2","0.2","300","100","false","300","27","118684","174681.6","5000","17326.749999999996","43670.4"
"195","0.2","0.2","300","100","false","300","28","117460","176391.2","4400","19233.309999999998","44097.8"
"196","0.2","0.2","300","100","false","300","22","135338","196153.6","5400","17176.82","49038.4"
"197","0.2","0.2","300","100","false","300","33","124473","179004.80000000002","4800","14580.259999999998","44751.200000000004"
"198","0.2","0.2","300","100","false","300","26","135137","191273.6","5300","13618.24","47818.4"
"200","0.2","0.2","300","100","false","300","26","138837","194188","5500","12303.890000000001","48547"
"199","0.2","0.2","300","100","false","300","24","138864","202720.80000000002","5500","18676.18","50680.200000000004"
"201","0.21000000000000002","0.2","300","100","false","300","24","137945","196542.52000000002","5600","14439.670000000002","49757.600000000006"
"202","0.21000000000000002","0.2","300","100","false","300","22","136475","199763.35","5500","18215.6","50573"
"203","0.21000000000000002","0.2","300","100","false","300","29","136989","191533.13","6600","12654.380000000001","48489.4"
"204","0.21000000000000002","0.2","300","100","false","300","27","123568","176929.19","5300","13869.439999999997","44792.200000000004"
"206","0.21000000000000002","0.2","300","100","false","300","25","141304","202679.24000000002","5800","15863.960000000001","51311.200000000004"
"205","0.21000000000000002","0.2","300","100","false","300","25","142271","207491.92","6200","18891.66","52529.600000000006"
"208","0.21000000000000002","0.2","300","100","false","300","23","135413","192207","6300","14434.400000000001","48660"
"207","0.21000000000000002","0.2","300","100","false","300","24","128153","188232.51","5400","17825.46","47653.8"
"209","0.21000000000000002","0.2","300","100","false","300","24","140094","200872.51","6500","16424.230000000003","50853.8"
"210","0.21000000000000002","0.2","300","100","false","300","26","137880","195941.33000000002","5400","13855.730000000003","49605.4"
"211","0.22","0.2","300","100","false","300","30","143058","206682.84","6500","17129.39","52995.600000000006"
"212","0.22","0.2","300","100","false","300","26","140738","202464.6","6300","16112.740000000002","51914"
"213","0.22","0.2","300","100","false","300","23","136417","199123.08000000002","5900","17549.37","51057.200000000004"
"214","0.22","0.2","300","100","false","300","24","149713","212834.7","6600","15149.08","54573"
"215","0.22","0.2","300","100","false","300","25","129743","190234.98","5900","17613.369999999995","48778.200000000004"
"216","0.22","0.2","300","100","false","300","29","136243","195072.54","6400","15211.339999999998","50018.600000000006"
"217","0.22","0.2","300","100","false","300","26","134166","194291.76","6200","16507.56","49818.4"
"218","0.22","0.2","300","100","false","300","29","136211","197231.58000000002","6300","16748.86","50572.200000000004"
"219","0.22","0.2","300","100","false","300","32","133704","190518.9","5600","13563.87","48851"
"220","0.22","0.2","300","100","false","300","27","136552","203959.86000000002","5500","20610.239999999998","52297.4"
"221","0.23","0.2","300","100","false","300","24","141706","203949.9","6800","16069.430000000002","52974"
"222","0.23","0.2","300","100","false","300","24","136682","194515.09","6100","13409.410000000002","50523.4"
"223","0.23","0.2","300","100","false","300","28","125893","182284.41","5700","14745.159999999998","47346.600000000006"
"224","0.23","0.2","300","100","false","300","25","130282","187159.28","6300","14564.2","48612.8"
"225","0.23","0.2","300","100","false","300","26","129218","189724.92","6400","17628.089999999997","49279.200000000004"
"227","0.23","0.2","300","100","false","300","26","138538","199396.89","6600","15667.96","51791.4"
"226","0.23","0.2","300","100","false","300","27","140398","201517.47","6400","15177.23","52342.200000000004"
"228","0.23","0.2","300","100","false","300","27","135905","198217.25","6000","16827.09","51485"
"229","0.23","0.2","300","100","false","300","24","128290","188308.89","6300","17407.870000000003","48911.4"
"230","0.23","0.2","300","100","false","300","25","117457","173034.4","5300","15933.17","44944"
"231","0.24000000000000002","0.2","300","100","false","300","25","129857","189063.68","6600","16053.390000000003","49753.600000000006"
"232","0.24000000000000002","0.2","300","100","false","300","27","139624","202781.68","6900","16693.85","53363.600000000006"
"233","0.24000000000000002","0.2","300","100","false","300","26","132504","192574.12","6800","16193.140000000001","50677.4"
"234","0.24000000000000002","0.2","300","100","false","300","27","124506","192037.56","5800","22795.05","50536.200000000004"
"235","0.24000000000000002","0.2","300","100","false","300","25","132049","196012.36000000002","6300","18681.589999999997","51582.200000000004"
"236","0.24000000000000002","0.2","300","100","false","300","25","144608","205172.64","6900","13471.85","53992.8"
"237","0.24000000000000002","0.2","300","100","false","300","25","129837","192739.04","5700","17881.32","50720.8"
"238","0.24000000000000002","0.2","300","100","false","300","26","135915","193792.4","6400","13279.639999999998","50998"
"239","0.24000000000000002","0.2","300","100","false","300","27","130999","191763.96","6700","17000.370000000003","50464.200000000004"
"240","0.24000000000000002","0.2","300","100","false","300","23","136153","195198.4","6600","14277.47","51368"
"241","0.25","0.2","300","100","false","300","22","143511","208616.25","6900","16374.489999999998","55631"
"242","0.25","0.2","300","100","false","300","32","137916","202847.25","7300","18138.480000000003","54092.600000000006"
"243","0.25","0.2","300","100","false","300","25","142509","212240.25","6700","19834.26","56597.4"
"244","0.25","0.2","300","100","false","300","27","152204","219273","7300","15895.750000000002","58472.8"
"245","0.25","0.2","300","100","false","300","26","137350","201788.25","6500","17127.990000000005","53810.200000000004"
"246","0.25","0.2","300","100","false","300","24","144557","212792.25","6700","18190.710000000003","56744.600000000006"
"247","0.25","0.2","300","100","false","300","28","131832","193293","6900","16816.160000000003","51544.8"
"248","0.25","0.2","300","100","false","300","27","130088","188452.5","6300","14410.94","50254"
"249","0.25","0.2","300","100","false","300","26","135094","199897.5","6500","17997.73","53306"
"250","0.25","0.2","300","100","false","300","25","149041","220658.25","7600","20374.659999999996","58842.200000000004"
"251","0.26","0.2","300","100","false","300","27","138716","202403.32","6900","15883.46","54703.600000000006"
"252","0.26","0.2","300","100","false","300","27","136972","204538.22","7200","19485.64","55280.600000000006"
"253","0.26","0.2","300","100","false","300","26","136971","202057.74","6700","17176.82","54610.200000000004"
"254","0.26","0.2","300","100","false","300","28","139218","199552.1","7400","13800.769999999997","53933"
"255","0.26","0.2","300","100","false","300","18","145667","214673.26","7900","18886.190000000002","58019.8"
"256","0.26","0.2","300","100","false","300","23","132387","192687.86","7300","15523.339999999998","52077.8"
"257","0.26","0.2","300","100","false","300","21","127054","189027.82","6800","17685.53","51088.600000000006"
"258","0.26","0.2","300","100","false","300","23","132023","195493.2","6800","17434.450000000004","52836"
"259","0.26","0.2","300","100","false","300","26","139469","202400.36","7600","15828.53","54702.8"
"260","0.26","0.2","300","100","false","300","30","135641","201900.12","7100","18791.96","54567.600000000006"
"261","0.27","0.2","300","100","false","300","24","132947","194874.22999999998","7700","16237.24","53390.200000000004"
"262","0.27","0.2","300","100","false","300","28","133153","198942.52","7400","18684.690000000002","54504.8"
"263","0.27","0.2","300","100","false","300","30","134858","195870.68","7800","15149.590000000002","53663.200000000004"
"264","0.27","0.2","300","100","false","300","29","135261","199192.91","7100","16458.989999999998","54573.4"
"265","0.27","0.2","300","100","false","300","29","121373","182053.24","6600","17402.739999999998","49877.600000000006"
"266","0.27","0.2","300","100","false","300","28","130538","195669.19999999998","7000","18522.77","53608"
"267","0.27","0.2","300","100","false","300","26","131205","200269.66","7000","21196.719999999998","54868.4"
"268","0.27","0.2","300","100","false","300","26","124821","186292.35","6800","17232.17","51039"
"270","0.27","0.2","300","100","false","300","28","134805","202216.57","7200","19209.809999999994","55401.8"
"269","0.27","0.2","300","100","false","300","33","144511","209804.19","8400","16212.64","57480.600000000006"
"271","0.28","0.2","300","100","false","300","27","137586","201178.8","7700","15410.11","55883"
"272","0.28","0.2","300","100","false","300","24","134442","196513.19999999998","7800","15284.16","54587"
"273","0.28","0.2","300","100","false","300","24","136903","198572.4","8000","14510.49","55159"
"274","0.28","0.2","300","100","false","300","29","122582","185484.24","7000","18378.47","51523.4"
"275","0.28","0.2","300","100","false","300","25","135488","201628.8","7300","17433.200000000004","56008"
"276","0.28","0.2","300","100","false","300","26","130316","196028.63999999998","7200","18460.6","54452.4"
"277","0.28","0.2","300","100","false","300","25","131706","192337.91999999998","7600","14804.41","53427.200000000004"
"278","0.28","0.2","300","100","false","300","25","135507","207078.47999999998","7700","21749.64","57521.8"
"279","0.28","0.2","300","100","false","300","29","130436","201278.16","6900","21831.23","55910.600000000006"
"280","0.28","0.2","300","100","false","300","27","141398","210440.16","8100","18686.18","58455.600000000006"
"281","0.29000000000000004","0.2","300","100","false","300","26","125915","190436.19999999998","7600","18477.260000000002","53644"
"282","0.29000000000000004","0.2","300","100","false","300","27","133532","203075.62","7600","19939.5","57204.4"
"283","0.29000000000000004","0.2","300","100","false","300","30","138791","205216.97999999998","8000","16618.250000000004","57807.600000000006"
"284","0.29000000000000004","0.2","300","100","false","300","25","132634","194836.78","7900","15218.970000000001","54883.600000000006"
"285","0.29000000000000004","0.2","300","100","false","300","26","126781","194685.55","7700","20763.42","54841"
"286","0.29000000000000004","0.2","300","100","false","300","31","135230","206152.75999999998","7900","20751.23","58071.200000000004"
"287","0.29000000000000004","0.2","300","100","false","300","30","132824","206597.93","7000","22577.73","58196.600000000006"
"288","0.29000000000000004","0.2","300","100","false","300","29","125173","194643.66","7900","22541.15","54829.200000000004"
"289","0.29000000000000004","0.2","300","100","false","300","27","126398","187884.46","7200","15761.66","52925.200000000004"
"290","0.29000000000000004","0.2","300","100","false","300","24","134523","202256.28","8000","18759.859999999997","56973.600000000006"
"291","0.3","0.2","300","100","false","300","27","126777","189074.19999999998","7800","16075.699999999997","54021.200000000004"
"292","0.3","0.2","300","100","false","300","31","123359","186031.3","7800","17320.18","53151.8"
